---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260925-135404_p4_c4_r1
-> Loading model from F:\hate-speech-pipeline\src\../models\bert_final on cpu...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260925-135404_p4_c4_r1\bench_WIX_3.csv | node WIX | group grp_20260925-135404_p4_c4_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |  594.7ms | I mistyped because I have BIG hands lol...
[SELF-HELP/] | YouTube  | [Normal]     | 97%    |   51.9ms | I'm on a plane...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   59.3ms | why are you all so early?...
[GAMING/SUR] | YouTube  | [Normal]     | 61%    |   70.1ms | lets goooooooooo chat!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   47.7ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   28.2ms | new intro...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   34.5ms | Great song...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   50.8ms | THE KING HAS RETURNED...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 57%    |   70.0ms | SHESSSSHHHH LETS GOOO EARLY AS HELL...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   65.5ms | We are so fkn back...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   65.7ms | 19 hours...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   79.1ms | HUTCH HAS MADE OFF WITH 1000 SCRAP...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   87.9ms | Gingys built different...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |  110.7ms | Yes rust will do that to you I haven’t p...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   63.6ms | G ey area lo park chesav ?:baseball-whit...
[PSYCHOLOGY] | YouTube  | [Normal]     | 84%    |   64.3ms | jungian punch...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 35%    |   61.6ms | my OG GOAT GAMER H20!...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   63.4ms | H20 and Kyle have been getting fed all d...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   43.7ms | Watch the zone...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   62.7ms | Vanoss crew og member...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   70.4ms | BRUH THAT DOORFRAME BEEN TWIG FOR 24HRS...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   49.8ms | Padathi spelling correct ga chepara firs...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   46.4ms | dream sam na :face_with_tears_of_joy:...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   61.7ms | suz saaanu peru sam :face_with_tears_of_...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   56.0ms | I don't think you can work out even simp...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   39.8ms | MOTION...
[NEWS/LIVE ] | YouTube  | [Normal]     | 91%    |   74.2ms | that means trump goes to jail for his cr...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   85.2ms | D same dialogue cheppi force chesthe vac...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   53.8ms | Helf is Welf...
[NEWS/LIVE ] | YouTube  | [Normal]     | 89%    |   51.7ms | you know it's 2026 this world is like la...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   44.0ms | Tim was doing the wheeel yesterday...
