---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260925-135404_p4_c4_r1
-> Loading model from F:\hate-speech-pipeline\src\../models\bert_final on cpu...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260925-135404_p4_c4_r1\bench_WIX_2.csv | node WIX | group grp_20260925-135404_p4_c4_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 54%    |  642.3ms | Hellyeah...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   81.5ms | eeeeeeeeeeeeeeeeeeeeeeeeeeeee...
[NEWS/LIVE ] | YouTube  | [Normal]     | 90%    |   45.9ms | more like codes...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 73%    |   75.1ms | thank fuck he's on  hutch is boring af...
[MUSIC/CHIL] | YouTube  | [Normal]     | 90%    |   70.5ms | Suz tell your halikan to stop overfeedin...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   43.4ms | GINGY DID 20 HOURS...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   61.3ms | Rouge put in massive work...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   61.8ms | LOL...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   61.5ms | h2o coool...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   74.4ms | he is a fucking legend...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   80.6ms | YOUR GATE IS OPEN THERE BUD...
[GAMING/SUR] | YouTube  | [Normal]     | 81%    |   86.6ms | h20 my kinggg...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |  137.2ms | Manoj unko sambhalega kon tum:face_with_...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   52.2ms | Need to work on research tree...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   70.9ms | Hutch and gingy got a air strike...
[GAMING/SUR] | YouTube  | [Normal]     | 76%    |   56.0ms | dont do o...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   65.7ms | omg hes addicted! I love it!...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   61.3ms | :_DrKAOEBonk:...
[GAMING/SUR] | YouTube  | [Normal]     | 85%    |   44.2ms | KEEP GOING DOWN...
[NEWS/LIVE ] | YouTube  | [Normal]     | 49%    |   64.4ms | that's a yes to feminist:face-green-smil...
[GAMING/SUR] | YouTube  | [Normal]     | 76%    |   51.7ms | These naked bodies crack me up...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   48.0ms | 10 OR 5 !!!...
[PSYCHOLOGY] | YouTube  | [Normal]     | 92%    |   83.0ms | be careful of the spam  y'all we got our...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   49.7ms | 3...
[PSYCHOLOGY] | YouTube  | [Normal]     | 75%    |  124.8ms | low-key i think dr. k is helping a whole...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   49.7ms | Invite HJune...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |  164.6ms | :face_with_tears_of_joy::face_with_tears...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   28.1ms | Lmao...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   33.1ms | LMAO...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   42.1ms | Hello from Bosnia...
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   39.8ms | blavkjack super rigged on rust...
[GAMING/ESP] | YouTube  | [Normal]     | 94%    |   32.0ms | :moai:...
[MUSIC/CHIL] | YouTube  | [Normal]     | 87%    |  160.0ms | catu sis come on now you take care of yo...
[GAMING/SUR] | YouTube  | [Normal]     | 72%    |   54.5ms | GET WREAKED...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   29.7ms | Dealer always wins...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   49.2ms | :peanuts: loves gambling...
[GAMING/SUR] | YouTube  | [HATE]       | 48%    |   55.7ms | dumb AND poor...
[PSYCHOLOGY] | YouTube  | [Normal]     | 70%    |   80.2ms | i don't get the friendzone  because i ac...
[SELF-HELP/] | YouTube  | [Normal]     | 93%    |   32.0ms | very gut thanks man...
[SELF-HELP/] | YouTube  | [Normal]     | 93%    |   37.2ms | oh snap i actually caught one of these l...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   41.9ms | gingy stayed up all night grinding for p...
[ENTERTAINM] | YouTube  | [Normal]     | 93%    |   32.3ms | here...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   33.7ms | 1 min...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   66.0ms | MrBeast  please bless me with a gaming s...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   39.6ms | HELLOOOOO...
[ENTERTAINM] | YouTube  | [Normal]     | 93%    |   99.0ms | heyy alreadyy gz gz JIMYY :party_popper:...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   58.4ms | thaTS MIND FROM DIUNOS...
[SELF-HELP/] | YouTube  | [Normal]     | 97%    |   53.1ms | nooo we love it. love to learn......
[NEWS/LIVE ] | YouTube  | [Normal]     | 84%    |   31.0ms | he's so stiff...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   49.2ms | PEAKKKK...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   51.1ms | Здарова всем...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   58.4ms | Chi na brathuku...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   59.1ms | Hello i from indonesia...
[ENTERTAINM] | YouTube  | [Normal]     | 81%    |   56.1ms | UwU...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   57.9ms | :card-red-penalty:...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   40.8ms | HIIIII...
[ENTERTAINM] | YouTube  | [Normal]     | 93%    |   40.8ms | 와우...
[GAMING/GAM] | YouTube  | [Normal]     | 87%    |   41.5ms | WOOOOOOO...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   36.2ms | yes...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   46.0ms | mark you are my idol...
[GAMING/GAM] | YouTube  | [Normal]     | 98%    |   92.2ms | LFG MARKKKKK:cat-orange-whistling::cat-o...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   51.7ms | mlb team for adam...
[MUSIC/CHIL] | YouTube  | [OFFENSIVE]  | 51%    |   48.1ms | sick:woozy_face:...
[ENTERTAINM] | YouTube  | [Normal]     | 92%    |   58.2ms | congratulations brooooooooooooooo...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   45.5ms | hi...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   39.8ms | oo...
