---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260925-135404_p4_c4_r1
-> Loading model from F:\hate-speech-pipeline\src\../models\bert_final on cpu...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260925-135404_p4_c4_r1\bench_WIX_1.csv | node WIX | group grp_20260925-135404_p4_c4_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[PSYCHOLOGY] | YouTube  | [Normal]     | 94%    |  594.7ms | Hola...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   45.7ms | FIRST...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   65.8ms | Bangaaaaaaa Bungus Bussss :bus:...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 68%    |   79.6ms | :collision::collision:LETSSSS RIDEEEEE1:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   52.9ms | sing please...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   32.0ms | Ride harder...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   94.4ms | shivu apun k papa mujko wada ki h shivu ...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |  109.0ms | EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEE...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   39.3ms | JOHNNY...
[PSYCHOLOGY] | YouTube  | [Normal]     | 88%    |   61.8ms | Woo...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   74.1ms | whats wrong with your eye...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   72.7ms | bungus...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   98.6ms | :crown::crown: LONG LIVE THE KING PEANUT...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   58.5ms | hahaha...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |  102.2ms | :face-blue-wide-eyes::face-blue-wide-eye...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   80.9ms | About to go lose all y’all’s money at th...
[PSYCHOLOGY] | YouTube  | [Normal]     | 97%    |   60.2ms | wait did stream rest a little?...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   61.2ms | hmmmm.hmmm.hmmmm...
[MUSIC/CHIL] | YouTube  | [Normal]     | 94%    |   51.3ms | hi...
[GAMING/SUR] | YouTube  | [HATE]       | 64%    |   65.4ms | HES THE GOAT!!!!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   58.3ms | H20 is a YT O.G....
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   45.5ms | rogue tries too hard...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   50.4ms | tab top right...
[PSYCHOLOGY] | YouTube  | [Normal]     | 91%    |   55.9ms | must have been the wind...
[MUSIC/CHIL] | YouTube  | [Normal]     | 89%    |  120.2ms | Aha  now don't say that you do everythin...
[NEWS/LIVE ] | YouTube  | [Normal]     | 80%    |   68.2ms | Pete doesnt care what God you support in...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   40.6ms | jungee...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   41.7ms | Rubio 2028 if we really being serious...
[GAMING/SUR] | YouTube  | [Normal]     | 83%    |   42.6ms | do real liars bar with clkzy...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   37.3ms | crack in the box...
[GAMING/SUR] | YouTube  | [Normal]     | 64%    |   41.5ms | Dubl’n up the zyn is sick...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   23.8ms | EAST SIDE...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   34.2ms | train car...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   38.1ms | Lower level...
[GAMING/SUR] | YouTube  | [Normal]     | 70%    |   67.0ms | It’s at bandit camp...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   47.2ms | H2O...
[GAMING/ESP] | YouTube  | [Normal]     | 95%    |   45.1ms | :skull:...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   63.7ms | @crowserainance ah thank you...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   61.2ms | what's good peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   41.6ms | lmaaoo...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   47.7ms | bit.ly/EA_-The-ytlscb-na #ad...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   30.0ms | lmao...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   41.7ms | LMAO FFFFFFFFFFFFFFFFF...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   31.0ms | ON YOUR OWN SERVER...
[GAMING/SUR] | YouTube  | [HATE]       | 42%    |   31.0ms | the machine is cheating...
[GAMING/SUR] | YouTube  | [Normal]     | 81%    |   46.1ms | better odds...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 60%    |   59.2ms | :_LetsGo:...
[SELF-HELP/] | YouTube  | [Normal]     | 96%    |   54.0ms | It certainly is a day today...
[SELF-HELP/] | YouTube  | [Normal]     | 95%    |   52.3ms | Hi Dr k:winking_face:...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   55.1ms | 1...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   91.9ms | that's Insane:rolling_on_the_floor_laugh...
[GAMING/SUR] | YouTube  | [Normal]     | 78%    |   75.4ms | And that is why you don't gamble kids. X...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   48.1ms | complimentary ball check?...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   48.9ms | let's start...
[NEWS/LIVE ] | YouTube  | [Normal]     | 88%    |   55.9ms | It was a joke really...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   48.0ms | JAMMMM...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   55.8ms | Good:cigarette::face_exhaling:...
