---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-232815_p2_c2_r1
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-232815_p2_c2_r1\bench_WIX_2.csv | node WIX | group grp_20260923-232815_p2_c2_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |  824.6ms | I mistyped because I have BIG hands lol...
[SELF-HELP/] | YouTube  | [Normal]     | 97%    |   77.7ms | I'm on a plane...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   75.6ms | FIRST...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   86.2ms | so the best thing is the worst? hmm:cat-...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   39.0ms | Yo...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   48.1ms | LETS GO!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   89.6ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   66.0ms | why are you all so early?...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   36.0ms | Peanut Plays RUST. LETS GO!...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   73.1ms | shivu apun k papa mujko wada ki h shivu ...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |  163.2ms | :elbowcough::elbowcough::elbowcough::elb...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   54.1ms | eeeeeeeeeeeeeeeeeeeeeeeeeeeee...
[GAMING/SUR] | YouTube  | [Normal]     | 61%    |   53.9ms | lets goooooooooo chat!!!...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   38.8ms | domestic flight ye...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   75.8ms | EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEE...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   36.0ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [HATE]       | 52%    |  159.9ms | PEANUTS STREAMINGGGGGG:face-fuchsia-tong...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   69.6ms | Happy birthday Peanut!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   90.4ms | :ok_hand::ok_hand::ok_hand::thumbs_up::t...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   85.4ms | :peanuts::peanuts::peanuts::peanuts::pea...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   58.9ms | Great song...
[NEWS/LIVE ] | YouTube  | [Normal]     | 90%    |   46.9ms | more like codes...
[PSYCHOLOGY] | YouTube  | [Normal]     | 88%    |   53.2ms | Woo...
[MUSIC/CHIL] | YouTube  | [Normal]     | 90%    |   78.2ms | Suz tell your halikan to stop overfeedin...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   88.1ms | muje tu bhi kabhi kabhi lgta pgl ashiqq ...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   64.9ms | :crown::crown: LONG LIVE THE KING PEANUT...
[GAMING/SUR] | YouTube  | [Normal]     | 58%    |   65.5ms | did you ask hutch bout his ass tattoo...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |  114.7ms | :face-blue-wide-eyes::face-blue-wide-eye...
[GAMING/SUR] | YouTube  | [Normal]     | 56%    |   53.2ms | ILl ALLoW IT...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   51.9ms | Happy birthday Peanut!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   51.6ms | Diarrhea live on the stream...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   66.2ms | Gingy and Rouge did 20 Hours...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   75.2ms | 19 hours...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   44.2ms | got off an hr before u got on...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   78.4ms | hi:_PeanutFire::_PeanutFire:an chat does...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   44.2ms | Gingys built different...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 82%    |   38.9ms | Hol up...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   42.1ms | Rouge put in massive work...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   48.2ms | CREAM OF SUM YOUNG GUY...
[NEWS/LIVE ] | YouTube  | [Normal]     | 43%    |   62.5ms | Ok how about the poor dig a hole or make...
