---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-232815_p2_c2_r1
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-232815_p2_c2_r1\bench_WIX_1.csv | node WIX | group grp_20260923-232815_p2_c2_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |  824.6ms | just to get rich...
[PSYCHOLOGY] | YouTube  | [Normal]     | 94%    |   72.7ms | Hola...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 54%    |   80.3ms | Hellyeah...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   64.6ms | Let’s rideee...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   62.6ms | Bangaaaaaaa Bungus Bussss :bus:...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 68%    |   62.0ms | :collision::collision:LETSSSS RIDEEEEE1:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   38.7ms | sing please...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   34.2ms | The grind is real...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   60.2ms | finally playing a top game that has been...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   31.1ms | Ride harder...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   60.2ms | Annayyaa nen miss ayina nin ekkuvaa:loud...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   36.6ms | Hey...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   52.2ms | ok this peanut has a lil season to him b...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   43.0ms | NICE BROS !...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   42.4ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   39.4ms | new intro...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   37.3ms | JOHNNY...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   32.7ms | EEEEE...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   75.3ms | Bro was up until sunrise :face_with_tear...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 73%    |   80.6ms | thank fuck he's on  hutch is boring af...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   71.3ms | THE KING HAS RETURNED...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 57%    |   66.7ms | SHESSSSHHHH LETS GOOO EARLY AS HELL...
[GAMING/SUR] | YouTube  | [Normal]     | 66%    |   76.8ms | LETS GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   60.9ms | good to see ya P...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   59.6ms | no  no. how are YOUUUU peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   61.1ms | let's ride...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   62.0ms | whats wrong with your eye...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   56.8ms | bungus...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   50.5ms | hahaha...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   67.9ms | :_PeanutJork::_PeanutJork::_PeanutJork:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |  104.9ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   94.5ms | tu sach mei sanki to nhi ho gyaa:face_wi...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   52.3ms | late sam...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   50.3ms | We are so fkn back...
[GAMING/SUR] | YouTube  | [Normal]     | 74%    |   63.9ms | He and Gingy and Rogue have been grindin...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   64.5ms | .......
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   66.6ms | About to go lose all y’all’s money at th...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   48.1ms | GINGY DID 20 HOURS...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   59.8ms | HUTCH HAS MADE OFF WITH 1000 SCRAP...
[PSYCHOLOGY] | YouTube  | [Normal]     | 97%    |   47.3ms | wait did stream rest a little?...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   66.3ms | Suz :rolling_on_the_floor_laughing::roll...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   65.3ms | Yes rust will do that to you I haven’t p...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   64.8ms | G ey area lo park chesav ?:baseball-whit...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   52.1ms | hmmmm.hmmm.hmmmm...
[PSYCHOLOGY] | YouTube  | [Normal]     | 84%    |   37.8ms | jungian punch...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   31.7ms | hi...
[GAMING/SUR] | YouTube  | [Normal]     | 52%    |   35.3ms | GOOP GOOP GOOP...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   81.4ms | Oh my god he's already on :rolling_on_th...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   36.4ms | H20 :red_heart:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   33.5ms | h2o...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   30.6ms | LOL...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   34.7ms | h2o coool...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   35.7ms | That’s everyone’s childhood...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   45.1ms | H20 and Kyle have been getting fed all d...
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   31.6ms | rogue tries too hard...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   32.4ms | Watch the zone...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   40.4ms | Vanoss crew og member...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   40.2ms | tab top right...
[PSYCHOLOGY] | YouTube  | [Normal]     | 91%    |   44.0ms | must have been the wind...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   46.7ms | YOUR GATE IS OPEN THERE BUD...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   60.3ms | Golfing in the rain in FL rn :saluting_f...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   32.2ms | MAGA...
[NEWS/LIVE ] | YouTube  | [Normal]     | 92%    |   49.3ms | I only help American Citizens :star_stru...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   41.3ms | se han cargado la fiesta...
[GAMING/SUR] | YouTube  | [Normal]     | 81%    |   38.3ms | WALL GATE...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   44.3ms | Need to work on research tree...
[MUSIC/CHIL] | YouTube  | [Normal]     | 93%    |   42.1ms | :camel:...
[NEWS/LIVE ] | YouTube  | [Normal]     | 97%    |   48.0ms | DESANTIS 2028...
[MUSIC/CHIL] | YouTube  | [Normal]     | 93%    |   48.7ms | fred me ? :thinking_face:...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   39.4ms | never leave anything open...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   44.0ms | Hutch and gingy got a air strike...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   47.8ms | Suz is rasem?...
