timestamp,source_platform,env_domain,env_subgenre,thread_id,text,model_label,model_confidence,latency_ms
2026-09-25 12:28:26,YouTube,Gaming,Survival,f_F-evhr-Z0,Let’s rideee,Normal,0.9157,798.37
2026-09-25 12:28:26,YouTube,Gaming,Survival,f_F-evhr-Z0,LETS GO!!!,Normal,0.9297,36.12
2026-09-25 12:28:26,YouTube,Gaming,Survival,f_F-evhr-Z0,Ride harder,Normal,0.9406,28.92
2026-09-25 12:28:27,YouTube,Gaming,Survival,f_F-evhr-Z0,lets goooooooooo chat!!!,Normal,0.6054,39.45
2026-09-25 12:28:27,YouTube,Gaming,Survival,f_F-evhr-Z0,EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE,Normal,0.9553,62.10
2026-09-25 12:28:27,YouTube,Gaming,Survival,f_F-evhr-Z0,new intro,Normal,0.9605,27.08
2026-09-25 12:28:27,YouTube,News,Live news,7F8J_XE3zzU,more like codes,Normal,0.9018,28.26
2026-09-25 12:28:27,YouTube,Gaming,Survival,f_F-evhr-Z0,THE KING HAS RETURNED,Normal,0.9516,30.05
2026-09-25 12:28:27,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,Woo,Normal,0.8797,34.69
2026-09-25 12:28:27,YouTube,Gaming,Survival,f_F-evhr-Z0,whats wrong with your eye,Normal,0.7349,31.59
2026-09-25 12:28:27,YouTube,Gaming,Survival,f_F-evhr-Z0,:_PeanutJork::_PeanutJork::_PeanutJork:,Normal,0.9547,43.29
2026-09-25 12:28:27,YouTube,Gaming,Survival,f_F-evhr-Z0,Yes rust will do that to you I haven’t played in a long time but I have 1200 hours,Normal,0.9547,59.74
2026-09-25 12:28:27,YouTube,Gaming,Survival,f_F-evhr-Z0,hmmmm.hmmm.hmmmm,Normal,0.9656,41.46
2026-09-25 12:28:27,YouTube,Music,Chill house,36YnV9STBqc,hi,Normal,0.9375,30.49
2026-09-25 12:28:27,YouTube,Gaming,Survival,f_F-evhr-Z0,Shut the door!!!!,Normal,0.8164,29.99
2026-09-25 12:28:28,YouTube,Gaming,Survival,f_F-evhr-Z0,WE WANT WELYN,Normal,0.9603,28.64
2026-09-25 12:28:28,YouTube,Gaming,Survival,f_F-evhr-Z0,H20 and Kyle have been getting fed all day,Normal,0.9671,35.81
2026-09-25 12:28:28,YouTube,Gaming,Survival,f_F-evhr-Z0,tab top right,Normal,0.9618,34.74
2026-09-25 12:28:28,YouTube,Gaming,Survival,f_F-evhr-Z0,peanut how late did you stay up last night playing rust????,Normal,0.9646,42.07
2026-09-25 12:28:28,YouTube,Gaming,Survival,f_F-evhr-Z0,Need to work on research tree,Normal,0.9665,34.90
2026-09-25 12:28:28,YouTube,Music,Chill house,36YnV9STBqc,Aha  now don't say that you do everything for free.:woozy_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Normal,0.8913,84.84
2026-09-25 12:28:28,YouTube,News,Live news,7F8J_XE3zzU,Pete doesnt care what God you support in the fox hole,Normal,0.7970,44.15
2026-09-25 12:28:28,YouTube,Music,Chill house,36YnV9STBqc,what so :briefs::duck:,Normal,0.9526,33.29
2026-09-25 12:28:28,YouTube,Music,Chill house,36YnV9STBqc,suz saaanu peru sam :face_with_tears_of_joy:mother Teresa laga sam annaya,Normal,0.9733,56.46
2026-09-25 12:28:28,YouTube,Gaming,Survival,f_F-evhr-Z0,omg hes addicted! I love it!,Normal,0.8700,35.26
2026-09-25 12:28:29,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,:_DrKAOEBonk:,Normal,0.9407,34.64
2026-09-25 12:28:29,YouTube,Gaming,Survival,f_F-evhr-Z0,@TheBurntPeanut The wheel is down by the farm shop,Normal,0.7275,40.19
2026-09-25 12:28:29,YouTube,Gaming,Survival,f_F-evhr-Z0,Lower level,Normal,0.9314,27.58
2026-09-25 12:28:29,YouTube,Gaming,Survival,f_F-evhr-Z0,These naked bodies crack me up,Normal,0.7583,45.15
2026-09-25 12:28:29,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,low-key i think dr. k is helping a whole generation of ppl w effed up childhoods w our relationhips. :'DD,Normal,0.7450,62.39
2026-09-25 12:28:29,YouTube,Music,Chill house,36YnV9STBqc,Vani kaise :thinking_face:,Normal,0.9580,36.57
2026-09-25 12:28:29,YouTube,Gaming,Survival,f_F-evhr-Z0,:face-green-smiling::face-green-smiling:,Normal,0.9715,40.82
2026-09-25 12:28:29,YouTube,Gaming,Survival,f_F-evhr-Z0,Never thought I’d see H2O Delirious and BurntPeanut in 2026,Normal,0.9447,58.72
2026-09-25 12:28:29,YouTube,Gaming,Survival,f_F-evhr-Z0,lol,Normal,0.9608,30.64
2026-09-25 12:28:29,YouTube,Music,Chill house,36YnV9STBqc,Vani busy rhta hu :face_with_hand_over_mouth:,Normal,0.9610,50.14
2026-09-25 12:28:29,YouTube,Gaming,Survival,f_F-evhr-Z0,gonna lose,Normal,0.8408,34.11
2026-09-25 12:28:30,YouTube,Music,Chill house,36YnV9STBqc,halinkan hindi :pouting_cat:,Normal,0.9674,41.77
2026-09-25 12:28:30,YouTube,Music,Chill house,36YnV9STBqc,catu sis come on now you take care of yourself  and yes don't come between your sister and me from today because whatever I want will happen to her :tired_face::grinning_squinting_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Normal,0.8744,143.81
2026-09-25 12:28:30,YouTube,Gaming,Survival,f_F-evhr-Z0,Alll in,Normal,0.9563,50.16
2026-09-25 12:28:30,YouTube,Gaming,Survival,f_F-evhr-Z0,lmfao,Normal,0.9589,37.54
2026-09-25 12:28:30,YouTube,Gaming,Survival,f_F-evhr-Z0,the machine is cheating,HATE,0.4159,36.87
2026-09-25 12:28:30,YouTube,Gaming,Survival,f_F-evhr-Z0,hit,Normal,0.9468,42.27
2026-09-25 12:28:30,YouTube,Gaming,Survival,f_F-evhr-Z0,you wouldve lost anyways,Normal,0.7405,54.88
2026-09-25 12:28:30,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,It certainly is a day today,Normal,0.9629,37.35
2026-09-25 12:28:30,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,you do have some jedi mind tricks,Normal,0.8292,37.11
2026-09-25 12:28:31,YouTube,Music,Chill house,36YnV9STBqc,haa,Normal,0.9620,31.24
2026-09-25 12:28:31,YouTube,News,Live news,7F8J_XE3zzU,SPENCER PRATT THIS WILL HELP YOU. KAREN BASS’S BROTHER IS SUING KAREN BASS. SPENCER SAY THAT IN YOUR AD,Normal,0.9379,84.01
2026-09-25 12:28:31,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,let's start,Normal,0.9633,35.35
2026-09-25 12:28:31,YouTube,Music,Chill house,36YnV9STBqc,suz ok mari tinnava,Normal,0.9677,33.52
2026-09-25 12:28:31,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,EYYYYY HELLO,Normal,0.9492,31.40
2026-09-25 12:28:31,YouTube,Gaming,Survival,f_F-evhr-Z0,nah just gamble it all away,Normal,0.9232,34.85
2026-09-25 12:28:31,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hi,Normal,0.9375,28.83
2026-09-25 12:28:31,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,heyy alreadyy gz gz JIMYY :party_popper::party_popper::party_popper::party_popper:,Normal,0.9315,68.89
2026-09-25 12:28:31,YouTube,News,Live news,7F8J_XE3zzU,It was a joke really,Normal,0.8780,37.90
2026-09-25 12:28:31,YouTube,Gaming,Survival,f_F-evhr-Z0,JAMMMM,Normal,0.9371,43.68
2026-09-25 12:28:31,YouTube,Gaming,Survival,f_F-evhr-Z0,oh shit,OFFENSIVE,0.5247,28.79
2026-09-25 12:28:32,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,yooo,Normal,0.9512,26.41
2026-09-25 12:28:32,YouTube,Gaming,Survival,f_F-evhr-Z0,thaTS MIND FROM DIUNOS,Normal,0.9224,31.50
2026-09-25 12:28:32,YouTube,Gaming,Gameplay,RPRx161QoYQ,hi!,Normal,0.9580,30.86
2026-09-25 12:28:32,YouTube,Gaming,Gameplay,RPRx161QoYQ,MARK,Normal,0.9486,26.94
2026-09-25 12:28:32,YouTube,Gaming,Gameplay,RPRx161QoYQ,HIIIIIII MARLKKKKKK,Normal,0.9520,40.25
2026-09-25 12:28:32,YouTube,Gaming,Gameplay,RPRx161QoYQ,Welcome New Member!,Normal,0.9695,35.87
2026-09-25 12:28:32,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hi,Normal,0.9375,26.39
2026-09-25 12:28:32,YouTube,Gaming,Survival,f_F-evhr-Z0,Hello everybody,Normal,0.9447,26.86
2026-09-25 12:28:32,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,a faaah moment from dr K,Normal,0.9503,31.68
2026-09-25 12:28:32,YouTube,Gaming,Gameplay,RPRx161QoYQ,SEEING IT AGAIN SATURDAY,Normal,0.9435,30.23
2026-09-25 12:28:32,YouTube,Music,Chill house,36YnV9STBqc,:card-red-penalty:,Normal,0.9668,37.93
2026-09-25 12:28:32,YouTube,Gaming,Gameplay,RPRx161QoYQ,HIIIII,Normal,0.9688,34.06
2026-09-25 12:28:33,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,bajs,Normal,0.9534,28.73
2026-09-25 12:28:33,YouTube,Gaming,Gameplay,RPRx161QoYQ,WOOOOOOO,Normal,0.8658,28.36
2026-09-25 12:28:33,YouTube,News,Live news,7F8J_XE3zzU,I can't disagree with irresponsible:cat-orange-whistling:,Normal,0.9378,53.90
2026-09-25 12:28:33,YouTube,Gaming,Survival,f_F-evhr-Z0,@Sharktooth17 brother this is the original to everything you love now,Normal,0.9543,39.72
2026-09-25 12:28:33,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,themes of fairytales,Normal,0.9753,34.92
2026-09-25 12:28:33,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,Yo,Normal,0.8636,29.87
2026-09-25 12:28:33,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,nope only from the atlus game,Normal,0.9558,33.30
2026-09-25 12:28:33,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,I think y'all do it....but I've been subscribed forever so,Normal,0.9582,50.54
2026-09-25 12:28:33,YouTube,Gaming,Survival,f_F-evhr-Z0,mlb team for adam,Normal,0.9786,35.30
2026-09-25 12:28:33,YouTube,Gaming,Gameplay,RPRx161QoYQ,hi mark!!!,Normal,0.9620,35.69
2026-09-25 12:28:33,YouTube,Music,Chill house,36YnV9STBqc,sick:woozy_face:,OFFENSIVE,0.5103,37.83
2026-09-25 12:28:34,YouTube,Gaming,Gameplay,RPRx161QoYQ,Da goat.,Normal,0.4790,34.76
2026-09-25 12:28:34,YouTube,Gaming,Gameplay,RPRx161QoYQ,HIIII,Normal,0.9515,35.83
2026-09-25 12:28:34,YouTube,Music,Chill house,36YnV9STBqc,shish Singh me badhiya hu tum batao,Normal,0.9508,47.42
2026-09-25 12:28:34,YouTube,News,Live news,7F8J_XE3zzU,I know your not trying to fight but thats how I was trained,Normal,0.9378,81.48
2026-09-25 12:28:34,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,yeeeeyeeeeeee,Normal,0.9259,49.88
2026-09-25 12:28:34,YouTube,Gaming,Gameplay,RPRx161QoYQ,3 TIME CHAMPION!!!,Normal,0.9568,69.64
2026-09-25 12:28:34,YouTube,Gaming,Gameplay,RPRx161QoYQ,hi mark,Normal,0.9572,29.88
2026-09-25 12:28:34,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hi,Normal,0.9375,28.69
2026-09-25 12:28:34,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,Dr. K rocking linux? :O,Normal,0.9612,34.83
