---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260925-151752_p4_c4_r1
-> Loading model from F:\hate-speech-pipeline\src\../models\bert_final on cpu...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260925-151752_p4_c4_r1\bench_WIX_1.csv | node WIX | group grp_20260925-151752_p4_c4_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[PSYCHOLOGY] | YouTube  | [Normal]     | 94%    |  853.4ms | Hola...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   54.3ms | FIRST...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   72.9ms | Bangaaaaaaa Bungus Bussss :bus:...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 68%    |   77.7ms | :collision::collision:LETSSSS RIDEEEEE1:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   71.2ms | sing please...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   54.5ms | Ride harder...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   96.0ms | shivu apun k papa mujko wada ki h shivu ...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |  107.5ms | EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEE...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   36.4ms | JOHNNY...
[PSYCHOLOGY] | YouTube  | [Normal]     | 88%    |   51.6ms | Woo...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   61.6ms | whats wrong with your eye...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   56.9ms | bungus...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   83.3ms | :crown::crown: LONG LIVE THE KING PEANUT...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   59.8ms | hahaha...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |  124.4ms | :face-blue-wide-eyes::face-blue-wide-eye...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |  107.3ms | About to go lose all y’all’s money at th...
[PSYCHOLOGY] | YouTube  | [Normal]     | 97%    |   62.4ms | wait did stream rest a little?...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   56.7ms | hmmmm.hmmm.hmmmm...
[MUSIC/CHIL] | YouTube  | [Normal]     | 94%    |   46.9ms | hi...
[GAMING/SUR] | YouTube  | [HATE]       | 64%    |   63.5ms | HES THE GOAT!!!!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   72.2ms | H20 is a YT O.G....
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   77.6ms | rogue tries too hard...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   57.6ms | tab top right...
[PSYCHOLOGY] | YouTube  | [Normal]     | 91%    |   65.3ms | must have been the wind...
[MUSIC/CHIL] | YouTube  | [Normal]     | 89%    |  138.4ms | Aha  now don't say that you do everythin...
[NEWS/LIVE ] | YouTube  | [Normal]     | 80%    |   44.3ms | Pete doesnt care what God you support in...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   37.6ms | jungee...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   43.1ms | Rubio 2028 if we really being serious...
[GAMING/SUR] | YouTube  | [Normal]     | 83%    |   40.1ms | do real liars bar with clkzy...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   34.5ms | crack in the box...
[GAMING/SUR] | YouTube  | [Normal]     | 64%    |   43.0ms | Dubl’n up the zyn is sick...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   32.9ms | EAST SIDE...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   34.4ms | train car...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   51.2ms | Lower level...
[GAMING/SUR] | YouTube  | [Normal]     | 70%    |   44.0ms | It’s at bandit camp...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   44.3ms | H2O...
[GAMING/ESP] | YouTube  | [Normal]     | 95%    |   30.0ms | :skull:...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   32.7ms | @crowserainance ah thank you...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   38.8ms | what's good peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   34.9ms | lmaaoo...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   58.9ms | bit.ly/EA_-The-ytlscb-na #ad...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   45.0ms | lmao...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   47.7ms | LMAO FFFFFFFFFFFFFFFFF...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   67.7ms | ON YOUR OWN SERVER...
[GAMING/SUR] | YouTube  | [HATE]       | 42%    |   45.0ms | the machine is cheating...
[GAMING/SUR] | YouTube  | [Normal]     | 81%    |   49.6ms | better odds...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 60%    |   52.8ms | :_LetsGo:...
[SELF-HELP/] | YouTube  | [Normal]     | 96%    |   56.7ms | It certainly is a day today...
[SELF-HELP/] | YouTube  | [Normal]     | 95%    |   37.9ms | Hi Dr k:winking_face:...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   38.6ms | 1...
