---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-233648_p2_c2_r2
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-233648_p2_c2_r2\bench_WIX_1.csv | node WIX | group grp_20260923-233648_p2_c2_r2
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |  119.9ms | I mistyped because I have BIG hands lol...
[SELF-HELP/] | YouTube  | [Normal]     | 97%    |   53.4ms | I'm on a plane...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   43.1ms | FIRST...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   80.9ms | so the best thing is the worst? hmm:cat-...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   54.8ms | Yo...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   45.2ms | LETS GO!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   93.1ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   37.1ms | why are you all so early?...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   41.6ms | Peanut Plays RUST. LETS GO!...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   68.7ms | shivu apun k papa mujko wada ki h shivu ...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |  165.0ms | :elbowcough::elbowcough::elbowcough::elb...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   54.7ms | eeeeeeeeeeeeeeeeeeeeeeeeeeeee...
[GAMING/SUR] | YouTube  | [Normal]     | 61%    |   52.5ms | lets goooooooooo chat!!!...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   34.7ms | domestic flight ye...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   75.9ms | EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEE...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   38.2ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [HATE]       | 52%    |  112.6ms | PEANUTS STREAMINGGGGGG:face-fuchsia-tong...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   38.2ms | Happy birthday Peanut!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   68.5ms | :ok_hand::ok_hand::ok_hand::thumbs_up::t...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   57.2ms | :peanuts::peanuts::peanuts::peanuts::pea...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   35.8ms | Great song...
[NEWS/LIVE ] | YouTube  | [Normal]     | 90%    |   33.8ms | more like codes...
[PSYCHOLOGY] | YouTube  | [Normal]     | 88%    |   34.7ms | Woo...
[MUSIC/CHIL] | YouTube  | [Normal]     | 90%    |   51.7ms | Suz tell your halikan to stop overfeedin...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   71.5ms | muje tu bhi kabhi kabhi lgta pgl ashiqq ...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   55.0ms | :crown::crown: LONG LIVE THE KING PEANUT...
[GAMING/SUR] | YouTube  | [Normal]     | 58%    |   50.7ms | did you ask hutch bout his ass tattoo...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   89.2ms | :face-blue-wide-eyes::face-blue-wide-eye...
[GAMING/SUR] | YouTube  | [Normal]     | 56%    |   43.4ms | ILl ALLoW IT...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   47.5ms | Happy birthday Peanut!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   50.4ms | Diarrhea live on the stream...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   47.6ms | Gingy and Rouge did 20 Hours...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   51.2ms | 19 hours...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   47.3ms | got off an hr before u got on...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   64.3ms | hi:_PeanutFire::_PeanutFire:an chat does...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   47.6ms | Gingys built different...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 82%    |   47.9ms | Hol up...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   49.0ms | Rouge put in massive work...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   46.7ms | CREAM OF SUM YOUNG GUY...
[NEWS/LIVE ] | YouTube  | [Normal]     | 43%    |   50.4ms | Ok how about the poor dig a hole or make...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 79%    |   59.8ms | :_LetsGo::_LetsGo::_LetsGo::_LetsGo::_Le...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   54.4ms | Manoj haan:smiling_face_with_tear:...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   96.3ms | Ayeee :smiling_face_with_sunglasses:...
[MUSIC/CHIL] | YouTube  | [OFFENSIVE]  | 93%    |   75.7ms | Aha....Don't defame my name by taking my...
[MUSIC/CHIL] | YouTube  | [Normal]     | 94%    |   40.1ms | hi...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   38.3ms | he closed it...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 90%    |   45.1ms | fuckin delerious LOL...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   49.5ms | Shut the door!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   48.6ms | h2o no way...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   44.7ms | WE WANT WELYN...
[GAMING/SUR] | YouTube  | [HATE]       | 64%    |   61.8ms | HES THE GOAT!!!!!!!...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 35%    |   52.4ms | my OG GOAT GAMER H20!...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   52.1ms | :hot_beverage::musical_notes::ok_hand:...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   50.3ms | H20 is a YT O.G....
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   44.4ms | he is a fucking legend...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   42.5ms | lol...
[GAMING/SUR] | YouTube  | [Normal]     | 84%    |   48.1ms | close the gate...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   39.5ms | hit TAB...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   51.7ms | BRUH THAT DOORFRAME BEEN TWIG FOR 24HRS...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   46.6ms | HIT TAB AND LOOK TOP RIGHT...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   43.7ms | !peanuts...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   60.8ms | peanut how late did you stay up last nig...
