---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-233648_p2_c2_r2
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-233648_p2_c2_r2\bench_WIX_2.csv | node WIX | group grp_20260923-233648_p2_c2_r2
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |  119.9ms | just to get rich...
[PSYCHOLOGY] | YouTube  | [Normal]     | 94%    |   52.5ms | Hola...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 54%    |   44.1ms | Hellyeah...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   61.0ms | Let’s rideee...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   77.3ms | Bangaaaaaaa Bungus Bussss :bus:...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 68%    |   59.4ms | :collision::collision:LETSSSS RIDEEEEE1:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   39.7ms | sing please...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   30.8ms | The grind is real...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   43.2ms | finally playing a top game that has been...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   31.1ms | Ride harder...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   60.1ms | Annayyaa nen miss ayina nin ekkuvaa:loud...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   35.2ms | Hey...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   50.1ms | ok this peanut has a lil season to him b...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   42.2ms | NICE BROS !...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   42.8ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   36.9ms | new intro...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   36.1ms | JOHNNY...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   35.0ms | EEEEE...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   52.1ms | Bro was up until sunrise :face_with_tear...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 73%    |   52.0ms | thank fuck he's on  hutch is boring af...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   36.6ms | THE KING HAS RETURNED...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 57%    |   50.8ms | SHESSSSHHHH LETS GOOO EARLY AS HELL...
[GAMING/SUR] | YouTube  | [Normal]     | 66%    |   51.0ms | LETS GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   34.8ms | good to see ya P...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   40.7ms | no  no. how are YOUUUU peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   34.5ms | let's ride...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   40.0ms | whats wrong with your eye...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   33.9ms | bungus...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   39.3ms | hahaha...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   60.3ms | :_PeanutJork::_PeanutJork::_PeanutJork:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   85.6ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   73.2ms | tu sach mei sanki to nhi ho gyaa:face_wi...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   43.9ms | late sam...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   48.1ms | We are so fkn back...
[GAMING/SUR] | YouTube  | [Normal]     | 74%    |   51.9ms | He and Gingy and Rogue have been grindin...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   41.7ms | .......
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   63.7ms | About to go lose all y’all’s money at th...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   41.8ms | GINGY DID 20 HOURS...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   45.9ms | HUTCH HAS MADE OFF WITH 1000 SCRAP...
[PSYCHOLOGY] | YouTube  | [Normal]     | 97%    |   48.1ms | wait did stream rest a little?...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   75.5ms | Suz :rolling_on_the_floor_laughing::roll...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   54.4ms | Yes rust will do that to you I haven’t p...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   62.2ms | G ey area lo park chesav ?:baseball-whit...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   37.3ms | hmmmm.hmmm.hmmmm...
[PSYCHOLOGY] | YouTube  | [Normal]     | 84%    |   37.9ms | jungian punch...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   42.0ms | hi...
[GAMING/SUR] | YouTube  | [Normal]     | 52%    |   82.0ms | GOOP GOOP GOOP...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   91.6ms | Oh my god he's already on :rolling_on_th...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   44.6ms | H20 :red_heart:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   36.4ms | h2o...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   40.2ms | LOL...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   42.0ms | h2o coool...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   49.7ms | That’s everyone’s childhood...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   50.6ms | H20 and Kyle have been getting fed all d...
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   48.2ms | rogue tries too hard...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   50.6ms | Watch the zone...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   44.0ms | Vanoss crew og member...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   45.8ms | tab top right...
[PSYCHOLOGY] | YouTube  | [Normal]     | 91%    |   45.3ms | must have been the wind...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   50.7ms | YOUR GATE IS OPEN THERE BUD...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   71.6ms | Golfing in the rain in FL rn :saluting_f...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   38.6ms | MAGA...
[NEWS/LIVE ] | YouTube  | [Normal]     | 92%    |   51.7ms | I only help American Citizens :star_stru...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   45.7ms | se han cargado la fiesta...
[GAMING/SUR] | YouTube  | [Normal]     | 81%    |   39.9ms | WALL GATE...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   48.8ms | Need to work on research tree...
[MUSIC/CHIL] | YouTube  | [Normal]     | 93%    |   40.4ms | :camel:...
[NEWS/LIVE ] | YouTube  | [Normal]     | 97%    |   41.6ms | DESANTIS 2028...
[MUSIC/CHIL] | YouTube  | [Normal]     | 93%    |   58.0ms | fred me ? :thinking_face:...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   61.2ms | never leave anything open...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   65.6ms | Hutch and gingy got a air strike...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   70.0ms | Suz is rasem?...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   80.2ms | dream sam na :face_with_tears_of_joy:...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   73.3ms | suz saaanu peru sam :face_with_tears_of_...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   60.7ms | I don't think you can work out even simp...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   64.8ms | jungee...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   75.9ms | Rubio 2028 if we really being serious...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   55.2ms | MOTION...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   66.4ms | hello you are funny you pinaput...
[GAMING/SUR] | YouTube  | [Normal]     | 83%    |   89.9ms | do real liars bar with clkzy...
[NEWS/LIVE ] | YouTube  | [Normal]     | 91%    |   99.4ms | that means trump goes to jail for his cr...
[NEWS/LIVE ] | YouTube  | [Normal]     | 97%    |   75.7ms | interesting:face-green-smiling:...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   69.1ms | crack in the box...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   59.5ms | it's both :3...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   56.9ms | Helf is Welf...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   85.0ms | @snuffy4992 unfortunately a lot of publi...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   66.3ms | omg hes addicted! I love it!...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   54.5ms | :_DrKAOEBonk:...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   80.5ms | @TheBurntPeanut The wheel is down by the...
[SELF-HELP/] | YouTube  | [Normal]     | 85%    |   56.4ms | remember the bonk...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   52.7ms | mercs was on the wheel...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   63.2ms | Lower level...
