---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-235829_p4_c4_r2
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-235829_p4_c4_r2\bench_WIX_3.csv | node WIX | group grp_20260923-235829_p4_c4_r2
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 54%    |  134.7ms | Hellyeah...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   63.3ms | Let’s rideee...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   93.3ms | Bangaaaaaaa Bungus Bussss :bus:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   47.5ms | sing please...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   34.2ms | The grind is real...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   69.7ms | Annayyaa nen miss ayina nin ekkuvaa:loud...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   54.3ms | new intro...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   62.4ms | JOHNNY...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   56.6ms | EEEEE...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 57%    |   48.9ms | SHESSSSHHHH LETS GOOO EARLY AS HELL...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   47.1ms | good to see ya P...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   44.2ms | bungus...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   53.3ms | hahaha...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   72.1ms | :_PeanutJork::_PeanutJork::_PeanutJork:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |  103.4ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   67.9ms | tu sach mei sanki to nhi ho gyaa:face_wi...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   34.5ms | late sam...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   43.0ms | HUTCH HAS MADE OFF WITH 1000 SCRAP...
[PSYCHOLOGY] | YouTube  | [Normal]     | 97%    |   42.1ms | wait did stream rest a little?...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   59.2ms | G ey area lo park chesav ?:baseball-whit...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   43.1ms | h2o coool...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   46.6ms | H20 and Kyle have been getting fed all d...
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   36.0ms | rogue tries too hard...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   38.5ms | Watch the zone...
[PSYCHOLOGY] | YouTube  | [Normal]     | 91%    |   48.4ms | must have been the wind...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   51.5ms | se han cargado la fiesta...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   57.0ms | never leave anything open...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   55.1ms | Suz is rasem?...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   61.7ms | dream sam na :face_with_tears_of_joy:...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   43.2ms | jungee...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   34.3ms | Rubio 2028 if we really being serious...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   40.5ms | MOTION...
[GAMING/SUR] | YouTube  | [Normal]     | 83%    |   55.5ms | do real liars bar with clkzy...
[NEWS/LIVE ] | YouTube  | [Normal]     | 91%    |   43.7ms | that means trump goes to jail for his cr...
[NEWS/LIVE ] | YouTube  | [Normal]     | 97%    |   36.6ms | interesting:face-green-smiling:...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   71.7ms | @snuffy4992 unfortunately a lot of publi...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   44.2ms | omg hes addicted! I love it!...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   50.3ms | :_DrKAOEBonk:...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   72.3ms | @TheBurntPeanut The wheel is down by the...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   63.3ms | mercs was on the wheel...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   39.0ms | Lower level...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   46.5ms | HUTCHS WEINER IS OUT...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   80.9ms | Is it possible to have more than one ani...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   50.6ms | No way H20...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   61.7ms | lmfao it's delirious wtf...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   36.0ms | Musalola gola...
[SELF-HELP/] | YouTube  | [Normal]     | 57%    |   38.1ms | no hate as motivation? what is this jedi...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   58.9ms | Story competition challu hai kay...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   51.8ms | lmfao...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   91.1ms | WERE WINNING BIG THIS TIME...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   43.3ms | Invite HJune...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   57.2ms | @crowserainance ah thank you...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   44.7ms | Lmao...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   36.2ms | Misinput...
[PSYCHOLOGY] | YouTube  | [Normal]     | 92%    |   39.3ms | the meditation index is lowkey the best ...
[GAMING/SUR] | YouTube  | [Normal]     | 74%    |   44.0ms | noooooo Deliriousss...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   84.5ms | Never thought I’d see H2O Delirious and ...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   39.2ms | lol...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 73%    |   40.6ms | shits rigged...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   49.6ms | its called a miscalculation sir...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   62.7ms | Vani busy rhta hu :face_with_hand_over_m...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   42.5ms | CHASE...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   51.4ms | lmfao...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   50.1ms | Dude no way...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   48.7ms | 9+10...
[GAMING/SUR] | YouTube  | [HATE]       | 42%    |   48.5ms | the machine is cheating...
[GAMING/SUR] | YouTube  | [Normal]     | 81%    |   36.6ms | better odds...
[SELF-HELP/] | YouTube  | [Normal]     | 95%    |   30.1ms | Hello...
[PSYCHOLOGY] | YouTube  | [Normal]     | 94%    |   47.1ms | !relationship \@Saurora6...
[SELF-HELP/] | YouTube  | [Normal]     | 83%    |   45.3ms | you do have some jedi mind tricks...
[SELF-HELP/] | YouTube  | [Normal]     | 81%    |   39.3ms | the dark arts!!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   58.9ms | she spent so much time getting that scra...
[SELF-HELP/] | YouTube  | [Normal]     | 93%    |   52.2ms | oh snap i actually caught one of these l...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   70.8ms | 1 INCOMING...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   79.2ms | SPENCER PRATT THIS WILL HELP YOU. KAREN ...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   60.5ms | let's start...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   36.3ms | jimmy...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   56.1ms | suz ok mari tinnava...
[ENTERTAINM] | YouTube  | [Normal]     | 91%    |   57.3ms | yeahhhh!!!...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   58.9ms | Manoj jb free hoti...
[ENTERTAINM] | YouTube  | [Normal]     | 50%    |   47.9ms | you are late...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   69.5ms | is there a limit to energy build up?...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   67.0ms | 1 min...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |  112.9ms | MrBeast  please bless me with a gaming s...
[ENTERTAINM] | YouTube  | [Normal]     | 93%    |  144.0ms | heyy alreadyy gz gz JIMYY :party_popper:...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   55.7ms | hii...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   71.7ms | no...
[ENTERTAINM] | YouTube  | [Normal]     | 93%    |   70.5ms | yes...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   63.5ms | hello...
[ENTERTAINM] | YouTube  | [Normal]     | 92%    |   79.9ms | yooooo...
[SELF-HELP/] | YouTube  | [Normal]     | 97%    |   88.2ms | nooo we love it. love to learn......
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   67.4ms | amazing refresh pull...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   57.0ms | LOL...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   50.7ms | hi!...
[GAMING/SUR] | YouTube  | [Normal]     | 85%    |   75.3ms | go get your own scrap and gamble that...
[NEWS/LIVE ] | YouTube  | [Normal]     | 84%    |   68.6ms | he's so stiff...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   89.9ms | :lizard::person:‍:ballet_shoes::ram:...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |  107.2ms | jimmy give me 10000 dollar pls :pleading...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |  114.9ms | Anna edi okasari chelli ani piluvu :grin...
[NEWS/LIVE ] | YouTube  | [Normal]     | 96%    |   54.7ms | Huh? It’s literally a question...
[GAMING/SUR] | YouTube  | [Normal]     | 72%    |   61.0ms | how you gonna play a game worse than tar...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   33.5ms | epic...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   33.7ms | hi...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   49.8ms | 500 complete done :thumbs_up::check_mark...
[PSYCHOLOGY] | YouTube  | [Normal]     | 94%    |   39.0ms | somewhat...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   48.6ms | bro is staring at 200k in advance...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   58.2ms | @FellowshipInGod he paid me 10 bucks for...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   63.1ms | @Sharktooth17 brother this is the origin...
[PSYCHOLOGY] | YouTube  | [Normal]     | 98%    |   57.2ms | themes of fairytales...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   56.1ms | yes...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   44.3ms | Hello :waving_hand:...
[ENTERTAINM] | YouTube  | [Normal]     | 82%    |   44.2ms | we cant hear u that much...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   47.9ms | NUMBER ONE BABY!!!...
[ENTERTAINM] | YouTube  | [Normal]     | 92%    |   44.1ms | Woah...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   53.2ms | I sadly couldnt make it to see the movie...
[GAMING/GAM] | YouTube  | [Normal]     | 83%    |   41.1ms | Whooooooo!!!...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   52.3ms | I know your not trying to fight but that...
[GAMING/SUR] | YouTube  | [Normal]     | 43%    |   45.1ms | stoo the rouge  they have a problem...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   43.4ms | taught...
