---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-235829_p4_c4_r2
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-235829_p4_c4_r2\bench_WIX_2.csv | node WIX | group grp_20260923-235829_p4_c4_r2
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |  169.5ms | I mistyped because I have BIG hands lol...
[SELF-HELP/] | YouTube  | [Normal]     | 97%    |   83.5ms | I'm on a plane...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   65.9ms | so the best thing is the worst? hmm:cat-...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   52.1ms | Yo...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   42.5ms | LETS GO!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |  100.5ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   68.9ms | why are you all so early?...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |  105.2ms | shivu apun k papa mujko wada ki h shivu ...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |  181.8ms | :elbowcough::elbowcough::elbowcough::elb...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   52.4ms | domestic flight ye...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   49.3ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [HATE]       | 52%    |  139.9ms | PEANUTS STREAMINGGGGGG:face-fuchsia-tong...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   46.5ms | Happy birthday Peanut!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   68.6ms | :ok_hand::ok_hand::ok_hand::thumbs_up::t...
