timestamp,source_platform,env_domain,env_subgenre,thread_id,text,model_label,model_confidence,latency_ms
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,Hellyeah,OFFENSIVE,0.5445,134.68
2026-09-23 23:58:52,YouTube,News,Live news,7F8J_XE3zzU,just to get rich,Normal,0.9501,147.85
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,FIRST,Normal,0.9588,160.73
2026-09-23 23:58:52,YouTube,News,Live news,7F8J_XE3zzU,I mistyped because I have BIG hands lol,Normal,0.9452,169.53
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,Let’s rideee,Normal,0.9157,63.26
2026-09-23 23:58:52,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,Hola,Normal,0.9403,59.33
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,Peanut Plays RUST. LETS GO!,Normal,0.9747,74.29
2026-09-23 23:58:52,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,I'm on a plane,Normal,0.9685,83.47
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,Bangaaaaaaa Bungus Bussss :bus:,Normal,0.8199,93.29
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,:collision::collision:LETSSSS RIDEEEEE1:collision::collision:,OFFENSIVE,0.6827,96.31
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,eeeeeeeeeeeeeeeeeeeeeeeeeeeee,Normal,0.9411,71.76
2026-09-23 23:58:52,YouTube,News,Live news,7F8J_XE3zzU,so the best thing is the worst? hmm:cat-orange-whistling:,Normal,0.9439,65.87
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,sing please,Normal,0.9532,47.46
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,finally playing a top game that has been top tier since release,Normal,0.9669,69.46
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,Yo,Normal,0.8636,52.08
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,lets goooooooooo chat!!!,Normal,0.6054,70.48
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,The grind is real,Normal,0.7288,34.16
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,Ride harder,Normal,0.9406,32.02
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,LETS GO!!!,Normal,0.9297,42.46
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE,Normal,0.9553,88.19
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,Hey,Normal,0.9126,43.72
2026-09-23 23:58:52,YouTube,Music,Chill house,36YnV9STBqc,Annayyaa nen miss ayina nin ekkuvaa:loudly_crying_face:,Normal,0.9603,69.66
2026-09-23 23:58:52,YouTube,News,Live news,7F8J_XE3zzU,more like codes,Normal,0.9018,58.37
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,:thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:,Normal,0.9557,100.51
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,new intro,Normal,0.9605,54.35
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,ok this peanut has a lil season to him bumbin OT,Normal,0.9264,66.87
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,why are you all so early?,Normal,0.9029,68.87
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,JOHNNY,Normal,0.9351,62.38
2026-09-23 23:58:52,YouTube,Music,Chill house,36YnV9STBqc,Suz tell your halikan to stop overfeeding me :face-green-smiling:,Normal,0.8951,80.44
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,NICE BROS !,Normal,0.8983,61.41
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,EEEEE,Normal,0.9503,56.64
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,Happy birthday peanut,Normal,0.9605,55.06
2026-09-23 23:58:52,YouTube,Gaming,Survival,f_F-evhr-Z0,did you ask hutch bout his ass tattoo,Normal,0.5773,81.12
2026-09-23 23:58:53,YouTube,Music,Chill house,36YnV9STBqc,shivu apun k papa mujko wada ki h shivu s shadi hojayega :smiling_face_with_tear:,Normal,0.9675,105.25
2026-09-23 23:58:53,YouTube,Gaming,Survival,f_F-evhr-Z0,SHESSSSHHHH LETS GOOO EARLY AS HELL,OFFENSIVE,0.5659,48.85
2026-09-23 23:58:53,YouTube,Gaming,Survival,f_F-evhr-Z0,Bro was up until sunrise :face_with_tears_of_joy:,Normal,0.9759,58.39
2026-09-23 23:58:53,YouTube,Gaming,Survival,f_F-evhr-Z0,:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:,Normal,0.9787,84.87
2026-09-23 23:58:53,YouTube,Gaming,Survival,f_F-evhr-Z0,good to see ya P,Normal,0.9515,47.14
2026-09-23 23:58:53,YouTube,Gaming,Survival,f_F-evhr-Z0,thank fuck he's on  hutch is boring af,OFFENSIVE,0.7321,50.54
