---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-235829_p4_c4_r2
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-235829_p4_c4_r2\bench_WIX_4.csv | node WIX | group grp_20260923-235829_p4_c4_r2
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |  147.8ms | just to get rich...
[PSYCHOLOGY] | YouTube  | [Normal]     | 94%    |   59.3ms | Hola...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 68%    |   96.3ms | :collision::collision:LETSSSS RIDEEEEE1:...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   69.5ms | finally playing a top game that has been...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   32.0ms | Ride harder...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   43.7ms | Hey...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   66.9ms | ok this peanut has a lil season to him b...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   61.4ms | NICE BROS !...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   55.1ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   58.4ms | Bro was up until sunrise :face_with_tear...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 73%    |   50.5ms | thank fuck he's on  hutch is boring af...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   36.5ms | THE KING HAS RETURNED...
[GAMING/SUR] | YouTube  | [Normal]     | 66%    |   57.1ms | LETS GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   55.6ms | no  no. how are YOUUUU peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   58.9ms | let's ride...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   40.5ms | whats wrong with your eye...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   44.7ms | We are so fkn back...
[GAMING/SUR] | YouTube  | [Normal]     | 74%    |   44.7ms | He and Gingy and Rogue have been grindin...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   55.9ms | .......
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   57.0ms | About to go lose all y’all’s money at th...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   51.5ms | GINGY DID 20 HOURS...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   67.6ms | Suz :rolling_on_the_floor_laughing::roll...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   55.4ms | Yes rust will do that to you I haven’t p...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   40.1ms | hmmmm.hmmm.hmmmm...
[PSYCHOLOGY] | YouTube  | [Normal]     | 84%    |   38.1ms | jungian punch...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   44.0ms | hi...
[GAMING/SUR] | YouTube  | [Normal]     | 52%    |   58.0ms | GOOP GOOP GOOP...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |  104.6ms | Oh my god he's already on :rolling_on_th...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   48.6ms | H20 :red_heart:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   49.6ms | h2o...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   38.5ms | LOL...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   36.9ms | That’s everyone’s childhood...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   55.6ms | Vanoss crew og member...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   48.1ms | tab top right...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   63.9ms | YOUR GATE IS OPEN THERE BUD...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   63.5ms | Golfing in the rain in FL rn :saluting_f...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   45.7ms | MAGA...
[NEWS/LIVE ] | YouTube  | [Normal]     | 92%    |   55.9ms | I only help American Citizens :star_stru...
[GAMING/SUR] | YouTube  | [Normal]     | 81%    |   39.6ms | WALL GATE...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   56.0ms | Need to work on research tree...
[MUSIC/CHIL] | YouTube  | [Normal]     | 93%    |   37.6ms | :camel:...
[NEWS/LIVE ] | YouTube  | [Normal]     | 97%    |   43.9ms | DESANTIS 2028...
[MUSIC/CHIL] | YouTube  | [Normal]     | 93%    |   53.3ms | fred me ? :thinking_face:...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   54.6ms | Hutch and gingy got a air strike...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   81.7ms | suz saaanu peru sam :face_with_tears_of_...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   62.7ms | I don't think you can work out even simp...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   61.6ms | hello you are funny you pinaput...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   58.1ms | crack in the box...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   82.6ms | it's both :3...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   50.6ms | Helf is Welf...
[SELF-HELP/] | YouTube  | [Normal]     | 85%    |   33.5ms | remember the bonk...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   74.2ms | 2boys 1 cup:face-green-smiling::face-gre...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   33.6ms | HAPPY TO BE HERE...
[GAMING/SUR] | YouTube  | [Normal]     | 76%    |   44.6ms | These naked bodies crack me up...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   51.6ms | RAINBOW ROAD WOOT WOOT...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   37.5ms | 5...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   60.1ms | GRAB H20...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   37.2ms | 10...
[PSYCHOLOGY] | YouTube  | [Normal]     | 92%    |   74.7ms | be careful of the spam  y'all we got our...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   44.4ms | Yes it’s him...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   48.6ms | Manoj puri Kahani Samajh aayi...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   40.8ms | e amuzat Ai cu termenii...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   33.7ms | HAHAHA...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |  196.7ms | :face_with_tears_of_joy::face_with_tears...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   41.4ms | h20 ??...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   35.2ms | LMAO...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   45.1ms | HJune...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   50.3ms | don't swing at people there  lol...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   38.3ms | 1/3 have more spaces...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   43.8ms | I am food...
[GAMING/SUR] | YouTube  | [Normal]     | 55%    |   54.2ms | Check the dead guys machine...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   76.2ms | lmaaoo...
[SPORTS/FOO] | YouTube  | [Normal]     | 97%    |   55.5ms | this live?...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   58.6ms | hahahaha...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   47.9ms | :fire::fire:...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   70.2ms | we are sooooooooooooooooo back...
[GAMING/SUR] | YouTube  | [Normal]     | 84%    |   52.8ms | gonna lose...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   62.1ms | halinkan hindi :pouting_cat:...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   56.5ms | Omg hahahahahaha...
[PSYCHOLOGY] | YouTube  | [Normal]     | 85%    |   56.2ms | called you out...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   75.3ms | :fire::fire::fire::fire::fire:...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   53.9ms | lol...
[GAMING/SUR] | YouTube  | [Normal]     | 72%    |   61.6ms | GET WREAKED...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |  205.1ms | Secret Puzzle Code:(8+0) (4×1) (4) (1+1)...
[SELF-HELP/] | YouTube  | [Normal]     | 96%    |   76.6ms | Hello dr.k...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   79.2ms | :peanuts: loves gambling...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   63.5ms | hit...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   83.5ms | HIT...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 60%    |   84.2ms | :_LetsGo:...
[PSYCHOLOGY] | YouTube  | [Normal]     | 97%    |  126.3ms | Cultivate the skills you need to overcom...
[SELF-HELP/] | YouTube  | [Normal]     | 96%    |   69.6ms | It certainly is a day today...
[SELF-HELP/] | YouTube  | [Normal]     | 93%    |   51.4ms | very gut thanks man...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   52.5ms | how do i join...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 41%    |   74.7ms | Yes he’s stupid....
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   68.4ms | haa...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   76.5ms | I mean ur kinda trash at blackjack ngl l...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   63.7ms | he wasnt up 500 he just got his scrap ba...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   69.1ms | Praise god he has to leave his house to ...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   65.1ms | complimentary ball check?...
[SELF-HELP/] | YouTube  | [Normal]     | 85%    |   59.3ms | Left handed people slander as usual :_Dr...
[GAMING/SUR] | YouTube  | [Normal]     | 45%    |   70.5ms | being sore losers literally ruined the s...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   45.2ms | india opppp...
[NEWS/LIVE ] | YouTube  | [Normal]     | 88%    |   38.4ms | It was a joke really...
[ENTERTAINM] | YouTube  | [Normal]     | 91%    |   30.7ms | W...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   42.1ms | E...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   55.0ms | IRON LUNG 2 CONFIRMED?...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   31.6ms | Hi...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   43.7ms | hello...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   64.8ms | hiiiiiii...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   54.5ms | hi...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   46.7ms | hi...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   48.0ms | HIIIIIII MARLKKKKKK...
[ENTERTAINM] | YouTube  | [Normal]     | 89%    |   38.6ms | yoooo...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   73.0ms | MR beast day by day :fire::red_heart:& C...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   40.2ms | lmao...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   46.6ms | More news? is it 4 TIMES? xD...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   43.8ms | love ya bro...
[GAMING/GAM] | YouTube  | [OFFENSIVE]  | 82%    |   43.0ms | YOO CONGRATSSSSSS OMGGG...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   45.8ms | 500M W...
[PSYCHOLOGY] | YouTube  | [Normal]     | 95%    |   38.4ms | bajs...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   41.1ms | SAY MY NAME...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   48.1ms | best plz give me a iphone plz...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   55.6ms | I can't disagree with irresponsible:cat-...
[ENTERTAINM] | YouTube  | [Normal]     | 94%    |   56.8ms | Hi...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   63.1ms | missed a k...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   63.6ms | I think y'all do it....but I've been sub...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   60.5ms | im going to see the movie tomorrow...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   45.3ms | Ayeeeeeee...
[GAMING/SUR] | YouTube  | [Normal]     | 64%    |   40.7ms | CAPTAINSPIDEY HES BEEN PLAYING FOR HOURS...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   43.3ms | OH YEAHHHH...
[GAMING/GAM] | YouTube  | [Normal]     | 48%    |   52.0ms | Da goat....
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   94.5ms | you know what my favorite scene was? THA...
[GAMING/GAM] | YouTube  | [Normal]     | 95%    |   44.4ms | WE ARE NUMBER ONE...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   34.4ms | good...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   59.7ms | oo...
[MUSIC/CHIL] | YouTube  | [Normal]     | 90%    |   58.9ms | D mall ki vellavaa ninna:woman_detective...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   40.0ms | 500m...
[GAMING/GAM] | YouTube  | [Normal]     | 94%    |   56.2ms | CONGRATULATIONS ON TH3 MOVIE MARK I WAT ...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   45.5ms | HIIIIIIIIIII...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   59.2ms | vsannu:body-blue-raised-arms:...
[ENTERTAINM] | YouTube  | [Normal]     | 91%    |   49.0ms | W...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   45.3ms | Epic...
[GAMING/GAM] | YouTube  | [Normal]     | 97%    |   75.1ms | Welcome New Member!...
[GAMING/GAM] | YouTube  | [OFFENSIVE]  | 92%    |   51.9ms | WOWOWOAHAGGAHAHA...
[PSYCHOLOGY] | YouTube  | [Normal]     | 96%    |   82.2ms | @Valt-142 it's a sort of yin/yang divine...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   47.2ms | Play with H20 Delirious...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   44.1ms | Hello from SC!...
[GAMING/GAM] | YouTube  | [HATE]       | 50%    |   38.8ms | fax...
[ENTERTAINM] | YouTube  | [Normal]     | 97%    |   54.3ms | :green_heart::green_heart::green_heart::...
[ENTERTAINM] | YouTube  | [Normal]     | 68%    |   32.2ms | it is lagging...
[GAMING/SUR] | YouTube  | [Normal]     | 79%    |   51.0ms | Blackjack...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   48.7ms | AIRPLAIN...
[ENTERTAINM] | YouTube  | [Normal]     | 96%    |   50.1ms | hiiiiiiiiii...
[NEWS/LIVE ] | YouTube  | [Normal]     | 90%    |   47.3ms | Thanks shoutout to anyone international ...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |  102.8ms | Hutch literally has more hours in this g...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   64.5ms | what is rogue on 30 hours...
[ENTERTAINM] | YouTube  | [Normal]     | 95%    |   55.4ms | Hiii...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   44.8ms | lighthouse...
[GAMING/GAM] | YouTube  | [Normal]     | 93%    |   36.2ms | Lighthouse...
[GAMING/GAM] | YouTube  | [Normal]     | 96%    |   41.3ms | NUMBER ONE MOVIE...
