---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260924-000332_p4_c4_r3
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260924-000332_p4_c4_r3\bench_WIX_3.csv | node WIX | group grp_20260924-000332_p4_c4_r3
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |  158.1ms | I mistyped because I have BIG hands lol...
[SELF-HELP/] | YouTube  | [Normal]     | 97%    |   67.9ms | I'm on a plane...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   74.3ms | so the best thing is the worst? hmm:cat-...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   66.6ms | Yo...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   81.7ms | LETS GO!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   97.9ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   53.3ms | why are you all so early?...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   87.3ms | shivu apun k papa mujko wada ki h shivu ...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |  174.2ms | :elbowcough::elbowcough::elbowcough::elb...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   56.6ms | domestic flight ye...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   57.4ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [HATE]       | 52%    |  128.9ms | PEANUTS STREAMINGGGGGG:face-fuchsia-tong...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   70.2ms | Happy birthday Peanut!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |  137.6ms | :ok_hand::ok_hand::ok_hand::thumbs_up::t...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   85.7ms | :peanuts::peanuts::peanuts::peanuts::pea...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   53.9ms | Great song...
[PSYCHOLOGY] | YouTube  | [Normal]     | 88%    |   53.0ms | Woo...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   77.0ms | muje tu bhi kabhi kabhi lgta pgl ashiqq ...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   59.2ms | :crown::crown: LONG LIVE THE KING PEANUT...
[GAMING/SUR] | YouTube  | [Normal]     | 56%    |   36.8ms | ILl ALLoW IT...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   44.8ms | Happy birthday Peanut!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   44.1ms | Gingy and Rouge did 20 Hours...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   46.2ms | 19 hours...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   62.2ms | got off an hr before u got on...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   52.5ms | CREAM OF SUM YOUNG GUY...
[NEWS/LIVE ] | YouTube  | [Normal]     | 43%    |   66.0ms | Ok how about the poor dig a hole or make...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   61.4ms | Ayeee :smiling_face_with_sunglasses:...
[MUSIC/CHIL] | YouTube  | [OFFENSIVE]  | 93%    |   79.3ms | Aha....Don't defame my name by taking my...
[MUSIC/CHIL] | YouTube  | [Normal]     | 94%    |   55.1ms | hi...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   76.4ms | he closed it...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 90%    |   64.7ms | fuckin delerious LOL...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   46.9ms | h2o no way...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 35%    |   46.3ms | my OG GOAT GAMER H20!...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   54.1ms | :hot_beverage::musical_notes::ok_hand:...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   39.7ms | he is a fucking legend...
[GAMING/SUR] | YouTube  | [Normal]     | 84%    |   42.0ms | close the gate...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   40.7ms | !peanuts...
[GAMING/SUR] | YouTube  | [Normal]     | 81%    |   50.4ms | h20 my kinggg...
[NEWS/LIVE ] | YouTube  | [Normal]     | 80%    |   69.7ms | Pete doesnt care what God you support in...
