---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260924-000332_p4_c4_r3
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260924-000332_p4_c4_r3\bench_WIX_2.csv | node WIX | group grp_20260924-000332_p4_c4_r3
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |  140.3ms | FIRST...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   76.8ms | Peanut Plays RUST. LETS GO!...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   73.3ms | eeeeeeeeeeeeeeeeeeeeeeeeeeeee...
[GAMING/SUR] | YouTube  | [Normal]     | 61%    |   72.5ms | lets goooooooooo chat!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |  111.3ms | EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEE...
[NEWS/LIVE ] | YouTube  | [Normal]     | 90%    |   48.0ms | more like codes...
[MUSIC/CHIL] | YouTube  | [Normal]     | 90%    |   64.3ms | Suz tell your halikan to stop overfeedin...
[GAMING/SUR] | YouTube  | [Normal]     | 58%    |   58.7ms | did you ask hutch bout his ass tattoo...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   92.1ms | :face-blue-wide-eyes::face-blue-wide-eye...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   48.6ms | Diarrhea live on the stream...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   70.8ms | hi:_PeanutFire::_PeanutFire:an chat does...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   58.9ms | Gingys built different...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 82%    |   33.9ms | Hol up...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   49.5ms | Rouge put in massive work...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 79%    |   99.3ms | :_LetsGo::_LetsGo::_LetsGo::_LetsGo::_Le...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |  105.8ms | Manoj haan:smiling_face_with_tear:...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   69.3ms | Shut the door!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   57.1ms | WE WANT WELYN...
[GAMING/SUR] | YouTube  | [HATE]       | 64%    |   62.6ms | HES THE GOAT!!!!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   54.9ms | H20 is a YT O.G....
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   47.3ms | lol...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   42.3ms | hit TAB...
