---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260924-000332_p4_c4_r3
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260924-000332_p4_c4_r3\bench_WIX_4.csv | node WIX | group grp_20260924-000332_p4_c4_r3
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |  117.1ms | just to get rich...
[PSYCHOLOGY] | YouTube  | [Normal]     | 94%    |   61.9ms | Hola...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 68%    |   80.2ms | :collision::collision:LETSSSS RIDEEEEE1:...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   73.0ms | finally playing a top game that has been...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   75.5ms | Ride harder...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   54.3ms | Hey...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   55.7ms | ok this peanut has a lil season to him b...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   28.8ms | NICE BROS !...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   42.7ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   61.3ms | Bro was up until sunrise :face_with_tear...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 73%    |   51.0ms | thank fuck he's on  hutch is boring af...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   54.5ms | THE KING HAS RETURNED...
[GAMING/SUR] | YouTube  | [Normal]     | 66%    |   73.1ms | LETS GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   54.7ms | no  no. how are YOUUUU peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   30.5ms | let's ride...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   76.4ms | whats wrong with your eye...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   93.0ms | We are so fkn back...
[GAMING/SUR] | YouTube  | [Normal]     | 74%    |   68.3ms | He and Gingy and Rogue have been grindin...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   52.3ms | .......
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   58.1ms | About to go lose all y’all’s money at th...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   42.1ms | GINGY DID 20 HOURS...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   67.5ms | Suz :rolling_on_the_floor_laughing::roll...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   65.5ms | Yes rust will do that to you I haven’t p...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   56.7ms | hmmmm.hmmm.hmmmm...
[PSYCHOLOGY] | YouTube  | [Normal]     | 84%    |   51.1ms | jungian punch...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   50.9ms | hi...
[GAMING/SUR] | YouTube  | [Normal]     | 52%    |   64.6ms | GOOP GOOP GOOP...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   96.0ms | Oh my god he's already on :rolling_on_th...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   50.9ms | H20 :red_heart:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   56.5ms | h2o...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   44.7ms | LOL...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   63.8ms | That’s everyone’s childhood...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   62.4ms | Vanoss crew og member...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   53.5ms | tab top right...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   45.6ms | YOUR GATE IS OPEN THERE BUD...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   61.6ms | Golfing in the rain in FL rn :saluting_f...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   36.2ms | MAGA...
[NEWS/LIVE ] | YouTube  | [Normal]     | 92%    |   53.8ms | I only help American Citizens :star_stru...
[GAMING/SUR] | YouTube  | [Normal]     | 81%    |   38.5ms | WALL GATE...
