---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260925-145555_p4_c4_r1
-> Loading model from F:\hate-speech-pipeline\src\../models\bert_final on cpu...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260925-145555_p4_c4_r1\bench_WIX_1.csv | node WIX | group grp_20260925-145555_p4_c4_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |  613.6ms | FIRST...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   50.7ms | Peanut Plays RUST. LETS GO!...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   80.4ms | eeeeeeeeeeeeeeeeeeeeeeeeeeeee...
[GAMING/SUR] | YouTube  | [Normal]     | 61%    |   63.7ms | lets goooooooooo chat!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   78.7ms | EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEE...
[NEWS/LIVE ] | YouTube  | [Normal]     | 90%    |   34.8ms | more like codes...
[MUSIC/CHIL] | YouTube  | [Normal]     | 90%    |   58.5ms | Suz tell your halikan to stop overfeedin...
[GAMING/SUR] | YouTube  | [Normal]     | 58%    |   86.7ms | did you ask hutch bout his ass tattoo...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   92.7ms | :face-blue-wide-eyes::face-blue-wide-eye...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   67.2ms | Diarrhea live on the stream...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   68.4ms | hi:_PeanutFire::_PeanutFire:an chat does...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   32.2ms | Gingys built different...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 82%    |   29.0ms | Hol up...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   39.6ms | Rouge put in massive work...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 79%    |   56.2ms | :_LetsGo::_LetsGo::_LetsGo::_LetsGo::_Le...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   37.9ms | Manoj haan:smiling_face_with_tear:...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   39.1ms | Shut the door!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   42.5ms | WE WANT WELYN...
[GAMING/SUR] | YouTube  | [HATE]       | 64%    |   47.0ms | HES THE GOAT!!!!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   36.5ms | H20 is a YT O.G....
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   28.6ms | lol...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   28.0ms | hit TAB...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   44.5ms | BRUH THAT DOORFRAME BEEN TWIG FOR 24HRS...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   31.7ms | HIT TAB AND LOOK TOP RIGHT...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   51.0ms | peanut how late did you stay up last nig...
