---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-235321_p4_c4_r1
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-235321_p4_c4_r1\bench_WIX_2.csv | node WIX | group grp_20260923-235321_p4_c4_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |  563.5ms | I mistyped because I have BIG hands lol...
[SELF-HELP/] | YouTube  | [Normal]     | 97%    |   67.9ms | I'm on a plane...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   62.7ms | so the best thing is the worst? hmm:cat-...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   67.6ms | Yo...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   66.1ms | LETS GO!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |  108.7ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   47.5ms | why are you all so early?...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   84.3ms | shivu apun k papa mujko wada ki h shivu ...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |  196.5ms | :elbowcough::elbowcough::elbowcough::elb...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   56.0ms | domestic flight ye...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   79.2ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [HATE]       | 52%    |  121.3ms | PEANUTS STREAMINGGGGGG:face-fuchsia-tong...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   49.0ms | Happy birthday Peanut!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   84.1ms | :ok_hand::ok_hand::ok_hand::thumbs_up::t...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   64.4ms | :peanuts::peanuts::peanuts::peanuts::pea...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   35.3ms | Great song...
[PSYCHOLOGY] | YouTube  | [Normal]     | 88%    |   52.6ms | Woo...
