---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-235321_p4_c4_r1
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-235321_p4_c4_r1\bench_WIX_3.csv | node WIX | group grp_20260923-235321_p4_c4_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 54%    |  606.1ms | Hellyeah...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   52.4ms | Let’s rideee...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   79.7ms | Bangaaaaaaa Bungus Bussss :bus:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   64.4ms | sing please...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   63.1ms | The grind is real...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   89.1ms | Annayyaa nen miss ayina nin ekkuvaa:loud...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   46.3ms | new intro...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   31.1ms | JOHNNY...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   42.6ms | EEEEE...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 57%    |   57.2ms | SHESSSSHHHH LETS GOOO EARLY AS HELL...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   49.1ms | good to see ya P...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   54.0ms | bungus...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   85.2ms | hahaha...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   72.2ms | :_PeanutJork::_PeanutJork::_PeanutJork:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   95.1ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   79.6ms | tu sach mei sanki to nhi ho gyaa:face_wi...
[MUSIC/CHIL] | YouTube  | [Normal]     | 95%    |   46.3ms | late sam...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   49.2ms | HUTCH HAS MADE OFF WITH 1000 SCRAP...
[PSYCHOLOGY] | YouTube  | [Normal]     | 97%    |   58.6ms | wait did stream rest a little?...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   86.8ms | G ey area lo park chesav ?:baseball-whit...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   50.0ms | h2o coool...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   50.8ms | H20 and Kyle have been getting fed all d...
[GAMING/SUR] | YouTube  | [Normal]     | 88%    |   42.6ms | rogue tries too hard...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   46.6ms | Watch the zone...
[PSYCHOLOGY] | YouTube  | [Normal]     | 91%    |   34.1ms | must have been the wind...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   44.7ms | se han cargado la fiesta...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   46.3ms | never leave anything open...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   57.8ms | Suz is rasem?...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   50.3ms | dream sam na :face_with_tears_of_joy:...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |   37.6ms | jungee...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   70.2ms | Rubio 2028 if we really being serious...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   57.5ms | MOTION...
[GAMING/SUR] | YouTube  | [Normal]     | 83%    |   57.5ms | do real liars bar with clkzy...
[NEWS/LIVE ] | YouTube  | [Normal]     | 91%    |   44.3ms | that means trump goes to jail for his cr...
[NEWS/LIVE ] | YouTube  | [Normal]     | 97%    |   62.5ms | interesting:face-green-smiling:...
[PSYCHOLOGY] | YouTube  | [Normal]     | 93%    |  110.8ms | @snuffy4992 unfortunately a lot of publi...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   85.3ms | omg hes addicted! I love it!...
