---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-235321_p4_c4_r1
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-235321_p4_c4_r1\bench_WIX_4.csv | node WIX | group grp_20260923-235321_p4_c4_r1
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |  563.5ms | FIRST...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   52.4ms | Peanut Plays RUST. LETS GO!...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   73.8ms | eeeeeeeeeeeeeeeeeeeeeeeeeeeee...
[GAMING/SUR] | YouTube  | [Normal]     | 61%    |   69.6ms | lets goooooooooo chat!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   91.7ms | EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEE...
[NEWS/LIVE ] | YouTube  | [Normal]     | 90%    |   54.0ms | more like codes...
[MUSIC/CHIL] | YouTube  | [Normal]     | 90%    |   69.2ms | Suz tell your halikan to stop overfeedin...
[GAMING/SUR] | YouTube  | [Normal]     | 58%    |   46.7ms | did you ask hutch bout his ass tattoo...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   80.8ms | :face-blue-wide-eyes::face-blue-wide-eye...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   46.6ms | Diarrhea live on the stream...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   65.8ms | hi:_PeanutFire::_PeanutFire:an chat does...
[GAMING/SUR] | YouTube  | [Normal]     | 87%    |   70.6ms | Gingys built different...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 82%    |   43.6ms | Hol up...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   44.2ms | Rouge put in massive work...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 79%    |   70.4ms | :_LetsGo::_LetsGo::_LetsGo::_LetsGo::_Le...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   63.3ms | Manoj haan:smiling_face_with_tear:...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   43.9ms | Shut the door!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   39.2ms | WE WANT WELYN...
[GAMING/SUR] | YouTube  | [HATE]       | 64%    |   48.8ms | HES THE GOAT!!!!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   47.1ms | H20 is a YT O.G....
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   56.3ms | lol...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   47.7ms | hit TAB...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   60.2ms | BRUH THAT DOORFRAME BEEN TWIG FOR 24HRS...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   51.3ms | HIT TAB AND LOOK TOP RIGHT...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   54.3ms | peanut how late did you stay up last nig...
[MUSIC/CHIL] | YouTube  | [OFFENSIVE]  | 95%    |   70.0ms | Aha...so How much do you charge for suck...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   51.5ms | Padathi spelling correct ga chepara firs...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   97.4ms | Manoj unko sambhalega kon tum:face_with_...
[MUSIC/CHIL] | YouTube  | [Normal]     | 89%    |  107.2ms | Aha  now don't say that you do everythin...
[PSYCHOLOGY] | YouTube  | [Normal]     | 81%    |   56.8ms | JUNGIANS...
[GAMING/SUR] | YouTube  | [Normal]     | 76%    |   58.9ms | dont do o...
[GAMING/SUR] | YouTube  | [Normal]     | 89%    |   59.8ms | HUTCH HAS AN AIRSTRIKE...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   55.8ms | if rust went on sale right now  id buy i...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   74.8ms | Tim was doing the wheeel yesterday...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   85.0ms | EAST SIDE...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   77.8ms | I LOVE RUST...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   52.2ms | South...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   27.5ms | ground level...
