node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,12440,20260923-235321_p4_c4_r1,5,perf_20260923-235321_p4_c4_r1,2,0,1790200402981,0,1790200424724.594,606.123,254.608,1790200425585.9,OFFENSIVE,0.5445
WIX,12440,20260923-235321_p4_c4_r1,6,perf_20260923-235321_p4_c4_r1,2,1,1790200402981,0,1790200425585.9,52.361,7.021,1790200425645.281,Normal,0.9157
WIX,12440,20260923-235321_p4_c4_r1,10,perf_20260923-235321_p4_c4_r1,2,2,1790200402982,0,1790200425645.281,79.743,46.802,1790200425772.822,Normal,0.8199
WIX,12440,20260923-235321_p4_c4_r1,12,perf_20260923-235321_p4_c4_r1,2,3,1790200402982,0,1790200425773.822,64.414,43.274,1790200425882.511,Normal,0.9532
WIX,12440,20260923-235321_p4_c4_r1,15,perf_20260923-235321_p4_c4_r1,2,4,1790200402982,0,1790200425882.511,63.092,46.316,1790200425992.922,Normal,0.7288
WIX,12440,20260923-235321_p4_c4_r1,20,perf_20260923-235321_p4_c4_r1,2,5,1790200402982,0,1790200425992.922,89.128,44.559,1790200426127.608,Normal,0.9603
WIX,12440,20260923-235321_p4_c4_r1,34,perf_20260923-235321_p4_c4_r1,2,6,1790200402983,0,1790200426128.612,46.269,44.02,1790200426219.922,Normal,0.9605
WIX,12440,20260923-235321_p4_c4_r1,36,perf_20260923-235321_p4_c4_r1,2,7,1790200402983,0,1790200426220.961,31.083,47.709,1790200426299.753,Normal,0.9351
WIX,12440,20260923-235321_p4_c4_r1,37,perf_20260923-235321_p4_c4_r1,2,8,1790200402984,0,1790200426299.753,42.558,70.204,1790200426413.885,Normal,0.9503
WIX,12440,20260923-235321_p4_c4_r1,43,perf_20260923-235321_p4_c4_r1,2,9,1790200402984,0,1790200426414.886,57.165,48.544,1790200426520.595,OFFENSIVE,0.5659
WIX,12440,20260923-235321_p4_c4_r1,47,perf_20260923-235321_p4_c4_r1,2,10,1790200402984,0,1790200426520.595,49.135,49.487,1790200426621.221,Normal,0.9515
WIX,12440,20260923-235321_p4_c4_r1,52,perf_20260923-235321_p4_c4_r1,2,11,1790200402984,0,1790200426621.221,53.985,49.345,1790200426724.552,Normal,0.8595
WIX,12440,20260923-235321_p4_c4_r1,54,perf_20260923-235321_p4_c4_r1,2,12,1790200402984,0,1790200426725.123,85.221,45.198,1790200426856.055,Normal,0.8958
WIX,12440,20260923-235321_p4_c4_r1,55,perf_20260923-235321_p4_c4_r1,2,13,1790200402984,0,1790200426856.592,72.161,44.397,1790200426973.15,Normal,0.9547
WIX,12440,20260923-235321_p4_c4_r1,56,perf_20260923-235321_p4_c4_r1,2,14,1790200402985,0,1790200426974.161,95.052,46.105,1790200427116.336,Normal,0.9532
WIX,12440,20260923-235321_p4_c4_r1,58,perf_20260923-235321_p4_c4_r1,2,15,1790200402985,0,1790200427116.336,79.633,50.9,1790200427246.869,Normal,0.9703
WIX,12440,20260923-235321_p4_c4_r1,61,perf_20260923-235321_p4_c4_r1,2,16,1790200402985,0,1790200427246.869,46.323,48.616,1790200427343.324,Normal,0.9489
WIX,12440,20260923-235321_p4_c4_r1,72,perf_20260923-235321_p4_c4_r1,2,17,1790200402986,0,1790200427343.324,49.217,45.864,1790200427439.404,Normal,0.9761
WIX,12440,20260923-235321_p4_c4_r1,74,perf_20260923-235321_p4_c4_r1,2,18,1790200402987,0,1790200427439.404,58.575,46.566,1790200427545.545,Normal,0.9719
WIX,12440,20260923-235321_p4_c4_r1,83,perf_20260923-235321_p4_c4_r1,2,19,1790200402987,0,1790200427545.545,86.797,44.914,1790200427677.807,Normal,0.9678
WIX,12440,20260923-235321_p4_c4_r1,101,perf_20260923-235321_p4_c4_r1,2,20,1790200402989,0,1790200427678.804,49.965,45.185,1790200427773.954,Normal,0.8852
WIX,12440,20260923-235321_p4_c4_r1,106,perf_20260923-235321_p4_c4_r1,2,21,1790200402989,0,1790200427774.955,50.784,48.021,1790200427874.777,Normal,0.9671
WIX,12440,20260923-235321_p4_c4_r1,110,perf_20260923-235321_p4_c4_r1,2,22,1790200402989,0,1790200427875.774,42.569,47.685,1790200427966.028,Normal,0.8809
WIX,12440,20260923-235321_p4_c4_r1,111,perf_20260923-235321_p4_c4_r1,2,23,1790200402989,0,1790200427966.028,46.605,47.887,1790200428061.523,Normal,0.9248
WIX,12440,20260923-235321_p4_c4_r1,118,perf_20260923-235321_p4_c4_r1,2,24,1790200402989,0,1790200428061.523,34.147,49.92,1790200428146.6,Normal,0.9087
WIX,12440,20260923-235321_p4_c4_r1,129,perf_20260923-235321_p4_c4_r1,2,25,1790200402990,0,1790200428146.6,44.702,48.986,1790200428240.288,Normal,0.9673
WIX,12440,20260923-235321_p4_c4_r1,137,perf_20260923-235321_p4_c4_r1,2,26,1790200402990,0,1790200428240.288,46.335,42.628,1790200428330.256,Normal,0.9294
WIX,12440,20260923-235321_p4_c4_r1,139,perf_20260923-235321_p4_c4_r1,2,27,1790200403004,0,1790200428331.262,57.82,45.598,1790200428435.676,Normal,0.9679
WIX,12440,20260923-235321_p4_c4_r1,140,perf_20260923-235321_p4_c4_r1,2,28,1790200403004,0,1790200428436.679,50.309,44.57,1790200428531.558,Normal,0.9753
WIX,12440,20260923-235321_p4_c4_r1,146,perf_20260923-235321_p4_c4_r1,2,29,1790200403004,0,1790200428532.555,37.618,46.267,1790200428616.44,Normal,0.931
WIX,12440,20260923-235321_p4_c4_r1,147,perf_20260923-235321_p4_c4_r1,2,30,1790200403005,0,1790200428616.44,70.174,46.498,1790200428734.17,Normal,0.9475
WIX,12440,20260923-235321_p4_c4_r1,148,perf_20260923-235321_p4_c4_r1,2,31,1790200403005,0,1790200428735.172,57.49,44.722,1790200428838.385,Normal,0.9539
WIX,12440,20260923-235321_p4_c4_r1,150,perf_20260923-235321_p4_c4_r1,2,32,1790200403005,0,1790200428838.385,57.54,46.674,1790200428943.617,Normal,0.8267
WIX,12440,20260923-235321_p4_c4_r1,151,perf_20260923-235321_p4_c4_r1,2,33,1790200403005,0,1790200428943.617,44.291,44.77,1790200429032.679,Normal,0.9057
WIX,12440,20260923-235321_p4_c4_r1,152,perf_20260923-235321_p4_c4_r1,2,34,1790200403005,0,1790200429032.679,62.535,44.734,1790200429139.948,Normal,0.9745
WIX,12440,20260923-235321_p4_c4_r1,161,perf_20260923-235321_p4_c4_r1,2,35,1790200403005,0,1790200429139.948,110.78,45.447,1790200429296.773,Normal,0.9305
WIX,12440,20260923-235321_p4_c4_r1,162,perf_20260923-235321_p4_c4_r1,2,36,1790200403005,0,1790200429296.773,85.267,46.167,1790200429429.21,Normal,0.87
