---- STARTING OMNI-PROCESSOR ----
-> Connected to Elasticsearch at http://localhost:9200 | Index: perf_20260923-225718_p1_c1_r2
-> Loading DistilBERT Model...
-> BERT Model Loaded successfully.
-> Benchmark log: F:\hate-speech-pipeline\reports\scaling\20260923-225718_p1_c1_r2\bench_WIX_1.csv | node WIX | group grp_20260923-225718_p1_c1_r2
------------------------------------------------------------------------------------------------------------------------
DOMAIN       | SOURCE   | PREDICTION   | CONF.  | LATENCY  | TEXT
------------------------------------------------------------------------------------------------------------------------
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |  110.7ms | just to get rich...
[NEWS/LIVE ] | YouTube  | [Normal]     | 95%    |   35.5ms | I mistyped because I have BIG hands lol...
[PSYCHOLOGY] | YouTube  | [Normal]     | 94%    |   27.3ms | Hola...
[SELF-HELP/] | YouTube  | [Normal]     | 97%    |   32.1ms | I'm on a plane...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   26.7ms | FIRST...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 54%    |   29.1ms | Hellyeah...
[GAMING/SUR] | YouTube  | [Normal]     | 92%    |   33.0ms | Let’s rideee...
[NEWS/LIVE ] | YouTube  | [Normal]     | 94%    |   43.9ms | so the best thing is the worst? hmm:cat-...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   27.7ms | Yo...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   31.8ms | LETS GO!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 82%    |   45.2ms | Bangaaaaaaa Bungus Bussss :bus:...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 68%    |   49.7ms | :collision::collision:LETSSSS RIDEEEEE1:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   28.6ms | sing please...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   72.6ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   32.7ms | why are you all so early?...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   27.8ms | The grind is real...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   32.1ms | Peanut Plays RUST. LETS GO!...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   39.1ms | finally playing a top game that has been...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   28.7ms | Ride harder...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   64.1ms | shivu apun k papa mujko wada ki h shivu ...
[MUSIC/CHIL] | YouTube  | [Normal]     | 96%    |   48.2ms | Annayyaa nen miss ayina nin ekkuvaa:loud...
[GAMING/SUR] | YouTube  | [Normal]     | 91%    |   25.7ms | Hey...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |  136.5ms | :elbowcough::elbowcough::elbowcough::elb...
[GAMING/SUR] | YouTube  | [Normal]     | 93%    |   41.7ms | ok this peanut has a lil season to him b...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   37.5ms | eeeeeeeeeeeeeeeeeeeeeeeeeeeee...
[GAMING/SUR] | YouTube  | [Normal]     | 61%    |   35.4ms | lets goooooooooo chat!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   31.0ms | NICE BROS !...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   28.6ms | Happy birthday peanut...
[SELF-HELP/] | YouTube  | [Normal]     | 94%    |   30.2ms | domestic flight ye...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   59.3ms | EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEE...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   30.7ms | Happy birthday peanut...
[GAMING/SUR] | YouTube  | [HATE]       | 52%    |   91.0ms | PEANUTS STREAMINGGGGGG:face-fuchsia-tong...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   30.6ms | Happy birthday Peanut!!!!...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   53.3ms | :ok_hand::ok_hand::ok_hand::thumbs_up::t...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   25.7ms | new intro...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   47.9ms | :peanuts::peanuts::peanuts::peanuts::pea...
[GAMING/SUR] | YouTube  | [Normal]     | 94%    |   29.1ms | JOHNNY...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   29.0ms | EEEEE...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   42.2ms | Bro was up until sunrise :face_with_tear...
[GAMING/SUR] | YouTube  | [Normal]     | 96%    |   26.8ms | Great song...
[NEWS/LIVE ] | YouTube  | [Normal]     | 90%    |   27.0ms | more like codes...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 73%    |   38.2ms | thank fuck he's on  hutch is boring af...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   29.3ms | THE KING HAS RETURNED...
[GAMING/SUR] | YouTube  | [OFFENSIVE]  | 57%    |   38.3ms | SHESSSSHHHH LETS GOOO EARLY AS HELL...
[PSYCHOLOGY] | YouTube  | [Normal]     | 88%    |   28.5ms | Woo...
[GAMING/SUR] | YouTube  | [Normal]     | 66%    |   62.7ms | LETS GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO...
[MUSIC/CHIL] | YouTube  | [Normal]     | 90%    |   54.8ms | Suz tell your halikan to stop overfeedin...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   39.3ms | good to see ya P...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   38.4ms | no  no. how are YOUUUU peanut...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   31.4ms | let's ride...
[MUSIC/CHIL] | YouTube  | [Normal]     | 98%    |   64.7ms | muje tu bhi kabhi kabhi lgta pgl ashiqq ...
[GAMING/SUR] | YouTube  | [Normal]     | 73%    |   36.1ms | whats wrong with your eye...
[GAMING/SUR] | YouTube  | [Normal]     | 86%    |   31.0ms | bungus...
[GAMING/SUR] | YouTube  | [Normal]     | 97%    |   45.8ms | :crown::crown: LONG LIVE THE KING PEANUT...
[GAMING/SUR] | YouTube  | [Normal]     | 90%    |   29.0ms | hahaha...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   50.3ms | :_PeanutJork::_PeanutJork::_PeanutJork:...
[GAMING/SUR] | YouTube  | [Normal]     | 95%    |   63.9ms | :thumbs_up::thumbs_up::thumbs_up::thumbs...
[GAMING/SUR] | YouTube  | [Normal]     | 58%    |   35.8ms | did you ask hutch bout his ass tattoo...
[MUSIC/CHIL] | YouTube  | [Normal]     | 97%    |   48.4ms | tu sach mei sanki to nhi ho gyaa:face_wi...
[GAMING/SUR] | YouTube  | [Normal]     | 98%    |   60.3ms | :face-blue-wide-eyes::face-blue-wide-eye...
[GAMING/SUR] | YouTube  | [Normal]     | 56%    |   27.6ms | ILl ALLoW IT...
