timestamp,source_platform,env_domain,env_subgenre,thread_id,text,model_label,model_confidence,latency_ms
2026-09-25 12:35:23,YouTube,Gaming,Survival,f_F-evhr-Z0,Let’s rideee,Normal,0.9157,642.12
2026-09-25 12:35:23,YouTube,Gaming,Survival,f_F-evhr-Z0,LETS GO!!!,Normal,0.9297,9.09
2026-09-25 12:35:23,YouTube,Gaming,Survival,f_F-evhr-Z0,Ride harder,Normal,0.9406,11.27
2026-09-25 12:35:23,YouTube,Gaming,Survival,f_F-evhr-Z0,lets goooooooooo chat!!!,Normal,0.6054,29.06
2026-09-25 12:35:23,YouTube,Gaming,Survival,f_F-evhr-Z0,EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE,Normal,0.9553,14.01
2026-09-25 12:35:23,YouTube,Gaming,Survival,f_F-evhr-Z0,new intro,Normal,0.9605,12.01
2026-09-25 12:35:24,YouTube,News,Live news,7F8J_XE3zzU,more like codes,Normal,0.9018,12.09
2026-09-25 12:35:24,YouTube,Gaming,Survival,f_F-evhr-Z0,THE KING HAS RETURNED,Normal,0.9516,18.26
2026-09-25 12:35:24,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,Woo,Normal,0.8797,13.53
2026-09-25 12:35:24,YouTube,Gaming,Survival,f_F-evhr-Z0,whats wrong with your eye,Normal,0.7349,15.52
2026-09-25 12:35:24,YouTube,Gaming,Survival,f_F-evhr-Z0,:_PeanutJork::_PeanutJork::_PeanutJork:,Normal,0.9547,14.06
2026-09-25 12:35:24,YouTube,Gaming,Survival,f_F-evhr-Z0,Yes rust will do that to you I haven’t played in a long time but I have 1200 hours,Normal,0.9547,9.50
2026-09-25 12:35:24,YouTube,Gaming,Survival,f_F-evhr-Z0,hmmmm.hmmm.hmmmm,Normal,0.9656,8.00
2026-09-25 12:35:24,YouTube,Music,Chill house,36YnV9STBqc,hi,Normal,0.9375,7.73
2026-09-25 12:35:24,YouTube,Gaming,Survival,f_F-evhr-Z0,Shut the door!!!!,Normal,0.8164,7.54
2026-09-25 12:35:24,YouTube,Gaming,Survival,f_F-evhr-Z0,WE WANT WELYN,Normal,0.9603,7.52
2026-09-25 12:35:24,YouTube,Gaming,Survival,f_F-evhr-Z0,H20 and Kyle have been getting fed all day,Normal,0.9671,7.06
2026-09-25 12:35:24,YouTube,Gaming,Survival,f_F-evhr-Z0,tab top right,Normal,0.9618,7.94
2026-09-25 12:35:24,YouTube,Gaming,Survival,f_F-evhr-Z0,peanut how late did you stay up last night playing rust????,Normal,0.9646,7.98
2026-09-25 12:35:24,YouTube,Gaming,Survival,f_F-evhr-Z0,Need to work on research tree,Normal,0.9665,7.95
2026-09-25 12:35:24,YouTube,Music,Chill house,36YnV9STBqc,Aha  now don't say that you do everything for free.:woozy_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Normal,0.8913,8.52
2026-09-25 12:35:24,YouTube,News,Live news,7F8J_XE3zzU,Pete doesnt care what God you support in the fox hole,Normal,0.7970,7.99
2026-09-25 12:35:24,YouTube,Music,Chill house,36YnV9STBqc,what so :briefs::duck:,Normal,0.9526,11.32
2026-09-25 12:35:25,YouTube,Music,Chill house,36YnV9STBqc,suz saaanu peru sam :face_with_tears_of_joy:mother Teresa laga sam annaya,Normal,0.9733,10.04
2026-09-25 12:35:25,YouTube,Gaming,Survival,f_F-evhr-Z0,omg hes addicted! I love it!,Normal,0.8700,8.94
2026-09-25 12:35:25,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,:_DrKAOEBonk:,Normal,0.9407,7.99
2026-09-25 12:35:25,YouTube,Gaming,Survival,f_F-evhr-Z0,@TheBurntPeanut The wheel is down by the farm shop,Normal,0.7275,8.07
2026-09-25 12:35:25,YouTube,Gaming,Survival,f_F-evhr-Z0,Lower level,Normal,0.9314,6.94
2026-09-25 12:35:25,YouTube,Gaming,Survival,f_F-evhr-Z0,These naked bodies crack me up,Normal,0.7583,8.51
2026-09-25 12:35:25,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,low-key i think dr. k is helping a whole generation of ppl w effed up childhoods w our relationhips. :'DD,Normal,0.7450,9.11
2026-09-25 12:35:25,YouTube,Music,Chill house,36YnV9STBqc,Vani kaise :thinking_face:,Normal,0.9580,9.33
2026-09-25 12:35:25,YouTube,Gaming,Survival,f_F-evhr-Z0,:face-green-smiling::face-green-smiling:,Normal,0.9715,27.51
2026-09-25 12:35:25,YouTube,Gaming,Survival,f_F-evhr-Z0,Never thought I’d see H2O Delirious and BurntPeanut in 2026,Normal,0.9447,22.46
2026-09-25 12:35:25,YouTube,Gaming,Survival,f_F-evhr-Z0,lol,Normal,0.9608,19.80
2026-09-25 12:35:25,YouTube,Music,Chill house,36YnV9STBqc,Vani busy rhta hu :face_with_hand_over_mouth:,Normal,0.9610,21.75
2026-09-25 12:35:25,YouTube,Gaming,Survival,f_F-evhr-Z0,gonna lose,Normal,0.8408,20.00
2026-09-25 12:35:25,YouTube,Music,Chill house,36YnV9STBqc,halinkan hindi :pouting_cat:,Normal,0.9674,27.77
2026-09-25 12:35:25,YouTube,Music,Chill house,36YnV9STBqc,catu sis come on now you take care of yourself  and yes don't come between your sister and me from today because whatever I want will happen to her :tired_face::grinning_squinting_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Normal,0.8744,33.67
2026-09-25 12:35:26,YouTube,Gaming,Survival,f_F-evhr-Z0,Alll in,Normal,0.9563,21.60
2026-09-25 12:35:26,YouTube,Gaming,Survival,f_F-evhr-Z0,lmfao,Normal,0.9589,21.67
2026-09-25 12:35:26,YouTube,Gaming,Survival,f_F-evhr-Z0,the machine is cheating,HATE,0.4159,21.57
2026-09-25 12:35:26,YouTube,Gaming,Survival,f_F-evhr-Z0,hit,Normal,0.9468,19.57
2026-09-25 12:35:26,YouTube,Gaming,Survival,f_F-evhr-Z0,you wouldve lost anyways,Normal,0.7405,19.52
2026-09-25 12:35:26,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,It certainly is a day today,Normal,0.9629,20.78
2026-09-25 12:35:26,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,you do have some jedi mind tricks,Normal,0.8292,21.87
2026-09-25 12:35:26,YouTube,Music,Chill house,36YnV9STBqc,haa,Normal,0.9620,19.47
2026-09-25 12:35:26,YouTube,News,Live news,7F8J_XE3zzU,SPENCER PRATT THIS WILL HELP YOU. KAREN BASS’S BROTHER IS SUING KAREN BASS. SPENCER SAY THAT IN YOUR AD,Normal,0.9379,22.61
2026-09-25 12:35:26,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,let's start,Normal,0.9633,23.03
2026-09-25 12:35:26,YouTube,Music,Chill house,36YnV9STBqc,suz ok mari tinnava,Normal,0.9677,22.68
2026-09-25 12:35:26,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,EYYYYY HELLO,Normal,0.9492,20.98
2026-09-25 12:35:26,YouTube,Gaming,Survival,f_F-evhr-Z0,nah just gamble it all away,Normal,0.9232,22.13
2026-09-25 12:35:26,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hi,Normal,0.9375,19.73
2026-09-25 12:35:27,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,heyy alreadyy gz gz JIMYY :party_popper::party_popper::party_popper::party_popper:,Normal,0.9315,26.28
2026-09-25 12:35:27,YouTube,News,Live news,7F8J_XE3zzU,It was a joke really,Normal,0.8780,21.18
2026-09-25 12:35:27,YouTube,Gaming,Survival,f_F-evhr-Z0,JAMMMM,Normal,0.9371,21.71
2026-09-25 12:35:27,YouTube,Gaming,Survival,f_F-evhr-Z0,oh shit,OFFENSIVE,0.5247,19.62
2026-09-25 12:35:27,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,yooo,Normal,0.9512,21.11
2026-09-25 12:35:27,YouTube,Gaming,Survival,f_F-evhr-Z0,thaTS MIND FROM DIUNOS,Normal,0.9224,21.89
2026-09-25 12:35:27,YouTube,Gaming,Gameplay,RPRx161QoYQ,hi!,Normal,0.9580,20.35
2026-09-25 12:35:27,YouTube,Gaming,Gameplay,RPRx161QoYQ,MARK,Normal,0.9486,27.62
2026-09-25 12:35:27,YouTube,Gaming,Gameplay,RPRx161QoYQ,HIIIIIII MARLKKKKKK,Normal,0.9520,21.86
2026-09-25 12:35:27,YouTube,Gaming,Gameplay,RPRx161QoYQ,Welcome New Member!,Normal,0.9695,22.43
2026-09-25 12:35:27,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hi,Normal,0.9375,20.01
2026-09-25 12:35:27,YouTube,Gaming,Survival,f_F-evhr-Z0,Hello everybody,Normal,0.9447,20.07
2026-09-25 12:35:27,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,a faaah moment from dr K,Normal,0.9503,21.38
2026-09-25 12:35:27,YouTube,Gaming,Gameplay,RPRx161QoYQ,SEEING IT AGAIN SATURDAY,Normal,0.9435,22.57
2026-09-25 12:35:28,YouTube,Music,Chill house,36YnV9STBqc,:card-red-penalty:,Normal,0.9668,21.01
2026-09-25 12:35:28,YouTube,Gaming,Gameplay,RPRx161QoYQ,HIIIII,Normal,0.9688,21.79
2026-09-25 12:35:28,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,bajs,Normal,0.9534,19.06
2026-09-25 12:35:28,YouTube,Gaming,Gameplay,RPRx161QoYQ,WOOOOOOO,Normal,0.8658,22.43
2026-09-25 12:35:28,YouTube,News,Live news,7F8J_XE3zzU,I can't disagree with irresponsible:cat-orange-whistling:,Normal,0.9378,22.87
2026-09-25 12:35:28,YouTube,Gaming,Survival,f_F-evhr-Z0,@Sharktooth17 brother this is the original to everything you love now,Normal,0.9543,27.98
2026-09-25 12:35:28,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,themes of fairytales,Normal,0.9753,21.65
2026-09-25 12:35:28,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,Yo,Normal,0.8636,19.80
2026-09-25 12:35:28,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,nope only from the atlus game,Normal,0.9558,21.64
2026-09-25 12:35:28,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,I think y'all do it....but I've been subscribed forever so,Normal,0.9582,22.45
